uuid,model,isl,layer,K,N,cr,hit,cs,T,v256,mbpm,wpr,gpu,us_prod_nsys,us_timed_nsys,overhead,window_cyc,exact,mono,csv_pr_us,p4frac_drift_vs_9e,cyc_p1_gather_stats,frac_p1_gather_stats,us_p1_gather_stats,cyc_smem_stage,frac_smem_stage,us_smem_stage,cyc_p1b_rungs,frac_p1b_rungs,us_p1b_rungs,cyc_p2_count_admission,frac_p2_count_admission,us_p2_count_admission,cyc_p3_collect,frac_p3_collect,us_p3_collect,cyc_p4_select,frac_p4_select,us_p4_select,cyc_epilogue,frac_epilogue,us_epilogue,cyc_p4_peer_wait,frac_p4_peer_wait,us_p4_peer_wait,cyc_p4_dsmem_gather,frac_p4_dsmem_gather,us_p4_dsmem_gather,cyc_p4_minmax,frac_p4_minmax,us_p4_minmax,cyc_p4_coarse_hist,frac_p4_coarse_hist,us_p4_coarse_hist,cyc_p4_coarse_search,frac_p4_coarse_search,us_p4_coarse_search,cyc_p4_fine,frac_p4_fine,us_p4_fine,cyc_p4_scatter,frac_p4_scatter,us_p4_scatter,cyc_p4_tail,frac_p4_tail,us_p4_tail,p4share_p4_peer_wait,p4share_p4_dsmem_gather,p4share_p4_minmax,p4share_p4_coarse_hist,p4share_p4_coarse_search,p4share_p4_fine,p4share_p4_scatter,p4share_p4_tail
v32_128k_L43,v32,128k,43,2048,131087,1,0.863,8,512,True,1,False,5,18.894,18.921,0.0014,33766.5,True,True,20.92,0.00252,3418.5,0.10124,1.9128,124.0,0.00367,0.0694,1587.0,0.047,0.888,6341.5,0.1878,3.5483,3523.5,0.10435,1.9715,18628.0,0.55165,10.4229,145.0,0.00429,0.0811,2628.0,0.07783,1.4704,6377.5,0.18887,3.5684,841.5,0.02492,0.4708,1173.0,0.03474,0.6563,1106.0,0.03275,0.6188,3159.0,0.09355,1.7676,3113.5,0.0922,1.7421,218.0,0.00646,0.122,0.14108,0.34236,0.04517,0.06297,0.05937,0.16958,0.16714,0.0117
v32_128k_L44,v32,128k,44,2048,131087,1,0.886,8,512,True,1,False,6,25.913,25.257,-0.0253,46334.5,True,True,18.88,0.01177,3377.0,0.07315,1.8955,124.0,0.00269,0.0696,1585.5,0.03434,0.89,15592.0,0.33774,8.7519,3602.5,0.07803,2.0221,21744.5,0.47101,12.2054,140.0,0.00303,0.0786,2713.0,0.05877,1.5228,7024.5,0.15216,3.9429,819.0,0.01774,0.4597,1458.5,0.03159,0.8187,1264.5,0.02739,0.7098,3701.0,0.08017,2.0774,4347.0,0.09416,2.44,424.5,0.0092,0.2383,0.12477,0.32305,0.03766,0.06707,0.05815,0.1702,0.19991,0.01952
v32_128k_L45,v32,128k,45,2048,131087,1,0.801,8,512,True,1,False,7,24.566,23.889,-0.0275,43653.0,True,True,20.2,0.01154,3368.5,0.07723,1.8972,124.0,0.00284,0.0698,1585.5,0.03635,0.893,15241.5,0.34945,8.5845,3616.0,0.08291,2.0366,19540.0,0.448,11.0056,140.5,0.00322,0.0791,2421.0,0.05551,1.3636,6759.0,0.15497,3.8069,805.5,0.01847,0.4537,1195.0,0.0274,0.6731,1226.0,0.02811,0.6905,3280.0,0.0752,1.8474,3583.0,0.08215,2.0181,224.0,0.00514,0.1262,0.1239,0.34591,0.04122,0.06116,0.06274,0.16786,0.18337,0.01146
v32_128k_L46,v32,128k,46,2048,131087,1,0.858,8,512,True,1,False,0,18.295,18.324,0.0016,32744.0,True,True,21.11,-0.00351,3654.5,0.11157,2.0413,124.0,0.00379,0.0693,1580.0,0.04824,0.8825,6229.0,0.19017,3.4793,3530.0,0.10777,1.9717,17472.5,0.53344,9.7595,164.5,0.00502,0.0919,2403.5,0.07338,1.3425,5964.0,0.18208,3.3313,725.0,0.02213,0.405,938.5,0.02865,0.5242,1229.5,0.03754,0.6868,3059.0,0.09339,1.7086,1884.5,0.05753,1.0526,1257.5,0.03839,0.7024,0.13756,0.34134,0.04149,0.05371,0.07037,0.17508,0.10786,0.07197
v32_128k_L47,v32,128k,47,2048,131087,1,0.932,8,512,True,1,False,1,18.8,18.924,0.0066,33641.5,True,True,20.72,0.00177,3671.5,0.10922,2.0534,125.0,0.00372,0.0699,1518.5,0.04517,0.8493,6194.5,0.18428,3.4644,3551.5,0.10565,1.9863,18409.0,0.54765,10.2956,144.5,0.0043,0.0808,2588.0,0.07699,1.4474,5792.5,0.17232,3.2396,830.5,0.02471,0.4645,1201.5,0.03574,0.672,1194.0,0.03552,0.6678,3100.5,0.09224,1.734,3046.0,0.09062,1.7035,639.0,0.01901,0.3574,0.14058,0.31466,0.04511,0.06527,0.06486,0.16842,0.16546,0.03471
v32_128k_L48,v32,128k,48,2048,131087,1,0.857,8,512,True,1,False,2,18.073,18.147,0.0041,31998.0,True,True,20.65,0.00265,3447.0,0.10744,1.9417,125.0,0.0039,0.0704,1518.5,0.04733,0.8554,6402.0,0.19954,3.6063,3547.0,0.11055,1.998,16910.0,0.52705,9.5255,135.0,0.00421,0.076,2500.0,0.07792,1.4083,5725.5,0.17845,3.2252,789.0,0.02459,0.4444,911.0,0.02839,0.5132,1183.5,0.03689,0.6667,2772.5,0.08641,1.5618,2798.0,0.08721,1.5761,218.5,0.00681,0.1231,0.14784,0.33859,0.04666,0.05387,0.06999,0.16396,0.16546,0.01292
v32_128k_L49,v32,128k,49,2048,131087,1,0.874,8,512,True,1,False,3,24.772,24.219,-0.0223,44346.5,True,True,19.78,0.01538,3509.0,0.07917,1.9612,124.0,0.0028,0.0693,1585.5,0.03577,0.8861,15097.5,0.34062,8.438,3640.5,0.08213,2.0347,20227.0,0.45635,11.3048,140.0,0.00316,0.0782,2421.5,0.05463,1.3534,6875.5,0.15512,3.8427,865.5,0.01953,0.4837,1359.5,0.03067,0.7598,1281.5,0.02891,0.7162,3426.5,0.07731,1.9151,3634.0,0.08199,2.031,361.0,0.00814,0.2018,0.11972,0.33992,0.04279,0.06721,0.06336,0.1694,0.17966,0.01785
v32_128k_L50,v32,128k,50,2048,131087,1,0.867,8,512,True,1,False,4,19.107,19.092,-0.0008,34050.5,True,True,20.87,-0.00024,3627.5,0.10672,2.0392,125.0,0.00368,0.0703,1523.5,0.04482,0.8564,6370.5,0.18743,3.5811,3546.0,0.10433,1.9934,18676.0,0.54946,10.4985,121.0,0.00356,0.068,2525.0,0.07429,1.4194,5990.5,0.17625,3.3675,868.0,0.02554,0.4879,1190.0,0.03501,0.6689,1140.5,0.03355,0.6411,3170.0,0.09326,1.782,3599.0,0.10589,2.0231,220.0,0.00647,0.1237,0.1352,0.32076,0.04648,0.06372,0.06107,0.16974,0.19271,0.01178
v32_128k_L51,v32,128k,51,2048,131087,1,0.911,8,512,True,1,False,5,18.215,18.308,0.0051,32777.0,True,True,20.55,0.00381,3698.0,0.11304,2.059,124.0,0.00379,0.069,1576.0,0.04817,0.8775,6355.0,0.19426,3.5384,3535.0,0.10806,1.9683,17273.0,0.52799,9.6176,153.5,0.00469,0.0855,2576.5,0.07876,1.4346,5958.0,0.18212,3.3174,743.0,0.02271,0.4137,932.5,0.0285,0.5192,1240.0,0.0379,0.6904,2886.0,0.08822,1.6069,2034.0,0.06217,1.1325,905.5,0.02768,0.5042,0.14916,0.34493,0.04302,0.05399,0.07179,0.16708,0.11776,0.05242
v32_128k_L52,v32,128k,52,2048,131087,1,0.876,8,512,True,1,False,6,24.555,23.971,-0.0238,43776.5,True,True,19.87,0.01405,3448.0,0.07877,1.9341,124.0,0.00283,0.0696,1585.5,0.03622,0.8894,15615.0,0.35671,8.759,3621.5,0.08273,2.0314,19240.0,0.43952,10.7923,141.0,0.00322,0.0791,2637.5,0.06025,1.4795,6284.5,0.14356,3.5252,807.0,0.01844,0.4527,1208.5,0.02761,0.6779,1278.5,0.02921,0.7172,3240.5,0.07403,1.8177,3188.5,0.07284,1.7885,624.0,0.01425,0.35,0.13708,0.32664,0.04194,0.06281,0.06645,0.16843,0.16572,0.03243
v32_128k_L53,v32,128k,53,2048,131087,1,0.886,8,512,True,1,False,7,24.66,23.991,-0.0271,43940.0,True,True,18.67,0.00938,3530.0,0.08035,1.9815,124.0,0.00282,0.0696,1587.0,0.03612,0.8908,15283.5,0.34789,8.5791,3605.0,0.08206,2.0236,19641.0,0.44708,11.0251,161.5,0.00368,0.0907,2500.5,0.05692,1.4036,6615.5,0.15058,3.7135,795.5,0.01811,0.4465,1207.5,0.02749,0.6778,1229.5,0.02799,0.6902,3355.5,0.07638,1.8836,3257.5,0.07415,1.8285,669.5,0.01524,0.3758,0.12731,0.33682,0.0405,0.06148,0.0626,0.17084,0.16585,0.03409
v32_128k_L54,v32,128k,54,2048,131087,1,0.93,8,512,True,1,False,0,25.454,24.846,-0.0239,45547.5,True,True,19.7,0.01037,3355.5,0.07379,1.8782,124.0,0.00273,0.0694,1584.5,0.03484,0.8869,15319.0,0.33687,8.5748,3617.5,0.07955,2.0249,21327.0,0.46899,11.9377,146.5,0.00322,0.082,2570.5,0.05653,1.4388,7140.0,0.15701,3.9966,848.0,0.01865,0.4747,1347.0,0.02962,0.754,1279.0,0.02813,0.7159,3567.5,0.07845,1.9969,3980.0,0.08752,2.2278,579.0,0.01273,0.3241,0.12053,0.33479,0.03976,0.06316,0.05997,0.16728,0.18662,0.02715
v32_128k_L55,v32,128k,55,2048,131087,1,0.928,8,512,True,1,False,1,24.48,23.887,-0.0242,43409.5,True,True,20.15,0.00704,3307.5,0.07635,1.8689,125.0,0.00289,0.0706,1522.0,0.03513,0.86,15531.0,0.35849,8.7757,3605.5,0.08322,2.0373,19090.0,0.44064,10.7867,142.0,0.00328,0.0802,2607.5,0.06019,1.4734,6223.0,0.14364,3.5163,868.5,0.02005,0.4907,1191.0,0.02749,0.673,1193.5,0.02755,0.6744,3192.5,0.07369,1.8039,3254.0,0.07511,1.8387,567.0,0.01309,0.3204,0.13659,0.32598,0.0455,0.06239,0.06252,0.16723,0.17046,0.0297
v32_128k_L56,v32,128k,56,2048,131087,1,0.91,8,512,True,1,False,2,18.158,18.777,0.0341,33200.5,True,True,20.46,0.01106,3564.5,0.10706,1.944,125.0,0.00375,0.0682,1522.0,0.04571,0.8301,6229.5,0.18711,3.3974,3547.0,0.10654,1.9345,18185.0,0.54619,9.9177,121.0,0.00363,0.066,2501.5,0.07513,1.3643,6595.0,0.19808,3.5968,788.0,0.02367,0.4298,1045.0,0.03139,0.5699,1073.0,0.03223,0.5852,3240.5,0.09733,1.7673,2671.0,0.08022,1.4567,249.0,0.00748,0.1358,0.13756,0.36266,0.04333,0.05746,0.059,0.1782,0.14688,0.01369
v32_128k_L57,v32,128k,57,2048,131087,1,0.92,8,512,True,1,False,3,18.694,18.824,0.0069,33726.5,True,True,20.94,0.0044,3518.0,0.10438,1.9514,124.0,0.00368,0.0688,1585.5,0.04704,0.8794,6189.0,0.18364,3.4329,3540.0,0.10504,1.9636,18612.0,0.55224,10.3237,134.0,0.00398,0.0743,2366.0,0.0702,1.3124,6054.5,0.17965,3.3583,720.5,0.02138,0.3996,942.0,0.02795,0.5225,1281.5,0.03802,0.7108,2759.5,0.08188,1.5306,2381.0,0.07065,1.3207,2096.5,0.06221,1.1629,0.12712,0.3253,0.03871,0.05061,0.06885,0.14826,0.12793,0.11264
v32_128k_L58,v32,128k,58,2048,131087,1,0.884,8,512,True,1,False,4,24.628,23.958,-0.0272,43474.0,True,True,19.17,0.00905,3413.0,0.07854,1.9343,125.0,0.00288,0.0708,1521.0,0.035,0.862,15518.0,0.3571,8.7947,3602.0,0.08289,2.0414,19147.0,0.44061,10.8514,130.0,0.00299,0.0737,2687.5,0.06184,1.5231,6225.0,0.14325,3.528,873.0,0.02009,0.4948,1189.0,0.02736,0.6739,1167.0,0.02685,0.6614,3270.0,0.07525,1.8533,3064.5,0.07052,1.7368,674.0,0.01551,0.382,0.14036,0.32512,0.04559,0.0621,0.06095,0.17078,0.16005,0.0352
v32_128k_L59,v32,128k,59,2048,131087,1,0.899,8,512,True,1,False,5,25.326,24.734,-0.0234,45357.5,True,True,19.45,0.00974,3583.0,0.07904,2.0018,124.0,0.00274,0.0693,1585.0,0.03497,0.8855,15622.5,0.34464,8.7283,3628.0,0.08004,2.027,20642.0,0.45538,11.5327,145.0,0.0032,0.081,2741.0,0.06047,1.5314,6940.5,0.15311,3.8777,826.0,0.01822,0.4615,1351.5,0.02982,0.7551,1285.0,0.02835,0.7179,3377.0,0.0745,1.8867,3617.5,0.0798,2.0211,502.0,0.01107,0.2805,0.13279,0.33623,0.04002,0.06547,0.06225,0.1636,0.17525,0.02432
v32_128k_L60,v32,128k,60,2048,131087,1,0.907,8,512,True,1,False,6,25.211,24.633,-0.0229,45076.0,True,True,18.57,0.01173,3389.5,0.07523,1.8966,124.0,0.00275,0.0694,1586.0,0.0352,0.8874,15596.0,0.34615,8.7266,3623.5,0.08042,2.0275,20596.5,0.45713,11.5246,140.5,0.00312,0.0786,2708.5,0.06011,1.5155,6960.5,0.15449,3.8947,825.5,0.01832,0.4619,1352.0,0.03001,0.7565,1276.0,0.02832,0.714,3461.0,0.07682,1.9366,3258.5,0.07232,1.8233,752.0,0.01669,0.4208,0.1315,0.33795,0.04008,0.06564,0.06195,0.16804,0.15821,0.03651
v32_16k_L03,v32,16k,3,2048,16399,1,0.856,1,512,True,1,False,7,12.573,12.729,0.0125,22378.0,True,True,14.4,0.00693,3197.5,0.14311,1.7993,122.0,0.00546,0.0687,1738.5,0.07781,0.9783,4260.5,0.19069,2.3974,3942.5,0.17645,2.2185,9062.0,0.40559,5.0993,20.0,0.0009,0.0113,25.0,0.00112,0.0141,6.0,0.00027,0.0034,814.5,0.03645,0.4583,1045.0,0.04677,0.588,1207.5,0.05404,0.6795,2682.0,0.12004,1.5092,2977.0,0.13324,1.6752,299.0,0.01338,0.1682,0.00276,0.00066,0.08988,0.11532,0.13325,0.29596,0.32851,0.03299
v32_16k_L04,v32,16k,4,2048,16399,1,0.788,1,512,True,1,False,0,12.95,12.821,-0.01,22585.5,True,True,14.43,0.00438,3257.0,0.14446,1.8708,122.0,0.00541,0.0701,1740.0,0.07718,0.9994,4280.0,0.18983,2.4583,4021.5,0.17837,2.3099,9105.5,0.40386,5.23,20.0,0.00089,0.0115,25.0,0.00111,0.0144,6.0,0.00027,0.0034,824.0,0.03655,0.4733,1052.0,0.04666,0.6042,1168.5,0.05183,0.6712,2785.5,0.12355,1.5999,2419.5,0.10731,1.3897,831.5,0.03688,0.4776,0.00275,0.00066,0.09049,0.11553,0.12833,0.30591,0.26572,0.09132
v32_16k_L05,v32,16k,5,2048,16399,1,0.873,1,512,True,1,False,1,13.064,13.158,0.0072,22009.0,True,True,15.52,0.00836,3301.5,0.15011,1.961,165.0,0.0075,0.098,1812.0,0.08239,1.0763,4027.5,0.18312,2.3922,3964.5,0.18025,2.3548,8703.5,0.39572,5.1696,20.0,0.00091,0.0119,25.0,0.00114,0.0148,6.0,0.00027,0.0036,762.5,0.03467,0.4529,917.5,0.04172,0.545,1223.0,0.05561,0.7264,2727.5,0.12401,1.62,2036.0,0.09257,1.2093,1003.5,0.04563,0.596,0.00287,0.00069,0.08761,0.10542,0.14052,0.31338,0.23393,0.1153
v32_16k_L06,v32,16k,6,2048,16399,1,0.88,1,512,True,1,False,2,12.741,12.848,0.0084,21331.5,True,True,14.64,0.00756,3327.5,0.15585,1.9856,165.0,0.00773,0.0985,1773.5,0.08306,1.0583,4341.5,0.20334,2.5907,3984.0,0.1866,2.3773,7739.5,0.36249,4.6183,20.0,0.00094,0.0119,25.0,0.00117,0.0149,6.0,0.00028,0.0036,763.5,0.03576,0.4556,911.5,0.04269,0.5439,1243.5,0.05824,0.742,2467.5,0.11557,1.4724,1937.0,0.09072,1.1558,374.0,0.01752,0.2232,0.00323,0.00078,0.09865,0.11777,0.16067,0.31882,0.25027,0.04832
v32_16k_L07,v32,16k,7,2048,16399,1,0.825,1,512,True,1,False,3,12.309,12.373,0.0052,21722.0,True,True,15.19,0.00506,3236.0,0.14909,1.8351,124.0,0.00571,0.0703,1776.5,0.08185,1.0074,4264.5,0.19648,2.4184,3943.5,0.18169,2.2363,8340.0,0.38425,4.7296,20.0,0.00092,0.0113,25.0,0.00115,0.0142,6.0,0.00028,0.0034,834.5,0.03845,0.4732,1175.5,0.05416,0.6666,1097.0,0.05054,0.6221,2552.0,0.11758,1.4472,2281.5,0.10512,1.2938,372.5,0.01716,0.2112,0.003,0.00072,0.10006,0.14095,0.13153,0.306,0.27356,0.04466
v32_16k_L08,v32,16k,8,2048,16399,1,0.846,1,512,True,1,False,4,16.637,16.699,0.0037,28916.5,True,True,13.8,0.00693,3240.0,0.11224,1.8673,165.0,0.00572,0.0951,1798.0,0.06229,1.0362,8726.5,0.3023,5.0292,4052.0,0.14037,2.3352,10865.5,0.3764,6.262,20.0,0.00069,0.0115,25.0,0.00087,0.0144,6.0,0.00021,0.0035,890.5,0.03085,0.5132,1320.0,0.04573,0.7607,1309.5,0.04536,0.7547,3199.0,0.11082,1.8436,3415.0,0.1183,1.9681,693.0,0.02401,0.3994,0.0023,0.00055,0.08196,0.12149,0.12052,0.29442,0.3143,0.06378
v32_16k_L09,v32,16k,9,2048,16399,1,0.825,1,512,True,1,False,5,12.494,12.657,0.0131,22227.5,True,True,14.72,0.00305,3467.5,0.15641,1.9542,124.0,0.00559,0.0699,1815.5,0.08189,1.0231,4305.5,0.1942,2.4264,3882.5,0.17512,2.188,8555.0,0.38588,4.8213,20.0,0.0009,0.0113,25.0,0.00113,0.0141,6.0,0.00027,0.0034,756.5,0.03412,0.4263,917.5,0.04138,0.5171,1210.5,0.0546,0.6822,2728.0,0.12305,1.5374,2202.5,0.09935,1.2412,704.0,0.03175,0.3967,0.00292,0.0007,0.08843,0.10725,0.1415,0.31888,0.25745,0.08229
v32_16k_L10,v32,16k,10,2048,16399,1,0.867,1,512,True,1,False,6,12.995,13.134,0.0107,23141.0,True,True,14.8,0.00511,3378.5,0.14623,1.9003,124.0,0.00537,0.0697,1801.5,0.07798,1.0133,4187.0,0.18123,2.3551,3936.5,0.17039,2.2142,9656.0,0.41795,5.4312,20.0,0.00087,0.0112,25.0,0.00108,0.0141,6.0,0.00026,0.0034,845.5,0.0366,0.4756,1054.5,0.04564,0.5931,1204.0,0.05211,0.6772,2916.0,0.12621,1.6402,2906.5,0.1258,1.6348,688.5,0.0298,0.3873,0.00259,0.00062,0.08756,0.10921,0.12469,0.30199,0.301,0.0713
v32_16k_L11,v32,16k,11,2048,16399,1,0.831,1,512,True,1,False,7,12.377,12.489,0.0091,21999.0,True,True,15.7,0.00625,3348.5,0.15224,1.8843,122.0,0.00555,0.0687,1731.0,0.0787,0.9741,4166.0,0.1894,2.3443,3899.5,0.17729,2.1943,8708.5,0.39592,4.9004,20.0,0.00091,0.0113,25.0,0.00114,0.0141,6.0,0.00027,0.0034,820.0,0.03728,0.4614,1054.0,0.04792,0.5931,1190.5,0.05412,0.6699,2560.0,0.11639,1.4406,2189.0,0.09952,1.2318,856.0,0.03892,0.4817,0.00287,0.00069,0.09416,0.12103,0.13671,0.29397,0.25136,0.09829
v32_16k_L12,v32,16k,12,2048,16399,1,0.858,1,512,True,1,False,0,14.726,14.841,0.0078,26614.5,True,True,13.64,0.00048,3254.0,0.12232,1.8013,122.0,0.00459,0.0675,1721.5,0.06471,0.9529,8569.0,0.32211,4.7434,3992.5,0.15008,2.2101,8924.0,0.33545,4.9399,20.0,0.00075,0.0111,25.0,0.00094,0.0138,6.0,0.00023,0.0033,826.0,0.03105,0.4572,1184.0,0.04451,0.6554,1098.5,0.04129,0.6081,2584.0,0.09713,1.4304,2821.5,0.10606,1.5619,373.5,0.01404,0.2068,0.0028,0.00067,0.09256,0.13268,0.1231,0.28956,0.31617,0.04185
v32_16k_L13,v32,16k,13,2048,16399,1,0.89,1,512,True,1,False,1,15.923,15.995,0.0045,27544.5,True,True,13.99,0.0061,3292.5,0.11979,1.9074,165.0,0.006,0.0956,1809.5,0.06584,1.0483,8715.0,0.31708,5.0488,4023.0,0.14637,2.3306,9460.0,0.34419,5.4804,20.0,0.00073,0.0116,25.0,0.00091,0.0145,6.0,0.00022,0.0035,848.5,0.03087,0.4916,1186.0,0.04315,0.6871,1258.5,0.04579,0.7291,2863.5,0.10418,1.6589,2912.5,0.10597,1.6873,353.0,0.01284,0.2045,0.00264,0.00063,0.08969,0.12537,0.13303,0.3027,0.30788,0.03732
v32_16k_L14,v32,16k,14,2048,16399,1,0.902,1,512,True,1,False,2,13.336,13.462,0.0095,22647.5,True,True,14.36,0.00214,3447.5,0.15253,2.0342,164.0,0.00726,0.0968,1812.0,0.08017,1.0691,4385.0,0.19401,2.5873,3983.0,0.17622,2.3501,8790.5,0.38893,5.1867,20.0,0.00088,0.0118,25.0,0.00111,0.0148,6.0,0.00027,0.0035,765.5,0.03387,0.4517,1036.5,0.04586,0.6116,1159.0,0.05128,0.6839,3093.0,0.13685,1.825,2357.5,0.1043,1.391,358.0,0.01584,0.2112,0.00284,0.00068,0.08708,0.11791,0.13185,0.35186,0.26819,0.04073
v32_16k_L15,v32,16k,15,2048,16399,1,0.885,1,512,True,1,False,3,12.264,12.403,0.0114,21763.5,True,True,14.77,0.00218,3398.0,0.15572,1.9097,124.0,0.00568,0.0697,1778.5,0.0815,0.9995,4308.0,0.19742,2.4212,3909.5,0.17916,2.1972,8283.0,0.37959,4.6552,20.0,0.00092,0.0112,25.0,0.00115,0.0141,6.0,0.00027,0.0034,752.0,0.03446,0.4226,918.5,0.04209,0.5162,1219.0,0.05586,0.6851,2580.5,0.11826,1.4503,1915.5,0.08778,1.0765,881.5,0.0404,0.4954,0.00302,0.00072,0.09079,0.11089,0.14717,0.31154,0.23126,0.10642
v32_16k_L16,v32,16k,16,2048,16399,1,0.856,1,512,True,1,False,4,13.179,13.403,0.017,22496.5,True,True,15.12,0.00487,3488.5,0.15513,2.0444,165.0,0.00734,0.0967,1823.0,0.08107,1.0684,4344.0,0.19317,2.5458,4031.5,0.17927,2.3627,8616.0,0.38314,5.0494,20.0,0.00089,0.0117,25.0,0.00111,0.0147,6.0,0.00027,0.0035,763.0,0.03393,0.4472,921.0,0.04096,0.5398,1242.5,0.05525,0.7282,2735.5,0.12164,1.6031,2234.0,0.09934,1.3092,687.5,0.03057,0.4029,0.0029,0.0007,0.08856,0.10689,0.14421,0.31749,0.25929,0.07979
v32_16k_L17,v32,16k,17,2048,16399,1,0.747,1,512,True,1,False,5,12.912,12.993,0.0063,22910.0,True,True,14.71,0.00812,3416.5,0.14976,1.9336,124.0,0.00544,0.0702,1815.0,0.07956,1.0272,3905.0,0.17117,2.2101,3975.5,0.17426,2.25,9557.5,0.41894,5.4092,20.0,0.00088,0.0113,25.0,0.0011,0.0141,6.0,0.00026,0.0034,839.0,0.03678,0.4748,1188.5,0.0521,0.6727,1218.5,0.05341,0.6896,2853.0,0.12506,1.6147,2553.0,0.11191,1.4449,868.0,0.03805,0.4913,0.00262,0.00063,0.08778,0.12435,0.12749,0.29851,0.26712,0.09082
v32_16k_L18,v32,16k,18,2048,16399,1,0.908,1,512,True,1,False,6,15.189,15.084,-0.0069,27017.5,True,True,14.35,0.00752,3232.0,0.11999,1.8224,124.0,0.0046,0.0699,1796.0,0.06668,1.0127,8578.0,0.31845,4.8368,3972.0,0.14746,2.2397,9214.5,0.34208,5.1957,20.0,0.00074,0.0113,25.0,0.00093,0.0141,6.0,0.00022,0.0034,837.0,0.03107,0.472,1053.5,0.03911,0.594,1200.5,0.04457,0.6769,2766.0,0.10269,1.5597,2526.0,0.09378,1.4243,787.0,0.02922,0.4438,0.00271,0.00065,0.09084,0.11433,0.13028,0.30018,0.27413,0.08541
v32_16k_L19,v32,16k,19,2048,16399,1,0.864,1,512,True,1,False,7,11.896,12.046,0.0126,21072.5,True,True,14.72,0.00081,3416.5,0.1619,1.926,122.0,0.00578,0.0688,1730.0,0.08198,0.9753,3945.0,0.18695,2.2239,3922.0,0.18586,2.2109,7946.5,0.37658,4.4797,20.0,0.00095,0.0113,25.0,0.00118,0.0141,6.0,0.00028,0.0034,742.5,0.03519,0.4186,922.0,0.04369,0.5198,1162.0,0.05507,0.6551,2475.5,0.11731,1.3955,1961.0,0.09293,1.1055,645.5,0.03059,0.3639,0.00315,0.00076,0.09344,0.11603,0.14623,0.31152,0.24678,0.08123
v32_16k_L20,v32,16k,20,2048,16399,1,0.738,1,512,True,1,False,0,12.176,12.4,0.0184,21760.0,True,True,14.63,0.00274,3537.5,0.16244,1.9779,122.0,0.0056,0.0682,1740.5,0.07992,0.9731,4215.5,0.19358,2.3569,3847.0,0.17665,2.1509,8294.5,0.38088,4.6376,20.0,0.00092,0.0112,25.0,0.00115,0.014,6.0,0.00028,0.0034,742.0,0.03407,0.4149,915.5,0.04204,0.5119,1197.5,0.05499,0.6695,2575.0,0.11824,1.4397,1900.5,0.08727,1.0626,923.0,0.04238,0.5161,0.00301,0.00072,0.08946,0.11037,0.14437,0.31045,0.22913,0.11128
v32_16k_L21,v32,16k,21,2048,16399,1,0.743,1,512,True,1,False,1,14.558,14.756,0.0136,25049.0,True,True,15.11,-0.00319,3451.5,0.13783,2.0066,165.0,0.00659,0.0959,1818.5,0.07262,1.0572,4341.0,0.17336,2.5237,3977.5,0.15884,2.3124,11267.5,0.44996,6.5506,20.0,0.0008,0.0116,25.0,0.001,0.0145,6.0,0.00024,0.0035,845.0,0.03374,0.4913,1050.0,0.04193,0.6104,1246.0,0.04976,0.7244,2806.5,0.11208,1.6316,2395.5,0.09566,1.3927,2899.5,0.11579,1.6857,0.00222,0.00053,0.07499,0.09319,0.11058,0.24908,0.2126,0.25733
v32_16k_L22,v32,16k,22,2048,16399,1,0.791,1,512,True,1,False,2,13.163,13.369,0.0157,22395.5,True,True,14.8,0.00573,3443.0,0.15348,2.0202,165.0,0.00736,0.0968,1820.0,0.08113,1.0679,4374.5,0.195,2.5667,4000.5,0.17833,2.3473,8610.5,0.38382,5.0522,20.0,0.00089,0.0117,25.0,0.00111,0.0147,6.0,0.00027,0.0035,764.0,0.03406,0.4483,913.0,0.0407,0.5357,1253.0,0.05585,0.7352,2695.5,0.12016,1.5816,2225.0,0.09918,1.3055,730.0,0.03254,0.4283,0.0029,0.0007,0.08873,0.10603,0.14552,0.31305,0.25841,0.08478
v32_16k_L23,v32,16k,23,2048,16399,1,0.779,1,512,True,1,False,3,12.021,12.184,0.0136,21346.0,True,True,14.91,0.00342,3509.0,0.16403,1.9717,124.0,0.0058,0.0697,1795.5,0.08393,1.0089,4115.0,0.19236,2.3122,3926.0,0.18352,2.206,7903.0,0.36943,4.4407,20.0,0.00093,0.0112,25.0,0.00117,0.014,6.0,0.00028,0.0034,752.5,0.03518,0.4228,911.5,0.04261,0.5122,1114.5,0.0521,0.6262,2476.0,0.11574,1.3913,2189.0,0.10233,1.23,415.5,0.01942,0.2335,0.00316,0.00076,0.09522,0.11534,0.14102,0.3133,0.27698,0.05257
v32_16k_L24,v32,16k,24,2048,16399,1,0.75,1,512,True,1,False,4,12.907,13.069,0.0125,21853.0,True,True,14.52,-0.00236,3626.5,0.16585,2.1406,165.0,0.00755,0.0974,1825.0,0.08346,1.0772,4072.5,0.18624,2.4038,3951.0,0.18069,2.3321,8206.5,0.3753,4.8439,20.0,0.00091,0.0118,25.0,0.00114,0.0148,6.0,0.00027,0.0035,766.0,0.03503,0.4521,917.5,0.04196,0.5416,1245.5,0.05696,0.7352,2540.5,0.11618,1.4995,2170.0,0.09924,1.2809,541.0,0.02474,0.3193,0.00305,0.00073,0.09334,0.1118,0.15177,0.30957,0.26442,0.06592
