cuuid,uuid,bs,model,isl,layer,N,K,hit,pr_cold,cand_cold,speedup_cold,pr_warm,cand_warm,cand_exact
flash_4k_L34_bs2,flash_4k_L34,2,flash,4k,34,1027,512,0.695,7.9530666666666665,6.143933333333333,1.2944584902179928,6.931100000000001,5.2863999999999995,True
flash_4k_L34_bs256,flash_4k_L34,256,flash,4k,34,1027,512,0.695,9.574333333333334,7.3344,1.3054010325770797,8.3902,6.2495,True
flash_4k_L34_bs32,flash_4k_L34,32,flash,4k,34,1027,512,0.695,8.337066666666667,6.5812,1.2668003808829191,7.2223999999999995,5.6575,True
flash_4k_L34_bs4,flash_4k_L34,4,flash,4k,34,1027,512,0.695,7.84,6.107600000000001,1.2836466042307944,6.7551000000000005,5.2318999999999996,True
flash_4k_L34_bs512,flash_4k_L34,512,flash,4k,34,1027,512,0.695,17.375799999999998,8.750866666666667,1.985609044437503,15.427,7.747,True
flash_4k_L34_bs64,flash_4k_L34,64,flash,4k,34,1027,512,0.695,8.275133333333333,6.702733333333334,1.2345908634288498,7.3055,5.6799,True
flash_4k_L34_bs8,flash_4k_L34,8,flash,4k,34,1027,512,0.695,7.863466666666667,6.152533333333333,1.2780859916782246,6.7008,5.1998999999999995,True
flash_512k_L10_bs1024,flash_512k_L10,1024,flash,512k,10,131075,512,0.455,204.34313333333333,381.6678666666666,0.5353951725566628,194.132,371.1635,True
flash_512k_L10_bs128,flash_512k_L10,128,flash,512k,10,131075,512,0.455,32.75633333333333,51.0756,0.6413303677946677,21.3116,40.3292,True
flash_512k_L10_bs16,flash_512k_L10,16,flash,512k,10,131075,512,0.455,16.546,33.1132,0.4996798859669256,13.766200000000001,30.690900000000003,True
flash_512k_L10_bs2,flash_512k_L10,2,flash,512k,10,131075,512,0.455,14.359266666666667,15.438733333333333,0.9300806197399614,12.9919,14.7868,True
flash_512k_L10_bs256,flash_512k_L10,256,flash,512k,10,131075,512,0.455,64.11446666666667,112.93526666666666,0.5677098798190586,53.369,101.6436,True
