hw,K,dtype,N,BS,gvr_cuda_cold_us,gvr_cuda_warm_us,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,gvr_cutedsl_rs_cold_us,gvr_cutedsl_rs_warm_us,gvr_multicta_cutedsl_cold_us,gvr_multicta_cutedsl_warm_us,gvr_op8_cold_us,gvr_op8_warm_us,gvr_port_cold_us,gvr_port_warm_us,gvr_mt_cold_us,gvr_mt_warm_us,gvr_sandwich_cold_us,gvr_sandwich_warm_us,radix_single_cuda_cold_us,radix_single_cuda_warm_us,radix_multi_cuda_cold_us,radix_multi_cuda_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,radix_cutedsl_single_cold_us,radix_cutedsl_single_warm_us,radix_cutedsl_multi_cold_us,radix_cutedsl_multi_warm_us,sglang_streaming_cold_us,sglang_streaming_warm_us,gvr_cold_speedup_vs_gvr_cutedsl,gvr_cold_speedup_vs_gvr_cutedsl_rs,gvr_cold_speedup_vs_gvr_multicta_cutedsl,gvr_cold_speedup_vs_gvr_op8,gvr_cold_speedup_vs_gvr_port,gvr_cold_speedup_vs_gvr_mt,gvr_cold_speedup_vs_gvr_sandwich,gvr_cold_speedup_vs_radix_single_cuda,gvr_cold_speedup_vs_radix_multi_cuda,gvr_cold_speedup_vs_radix_cutedsl,gvr_cold_speedup_vs_radix_cutedsl_single,gvr_cold_speedup_vs_radix_cutedsl_multi,gvr_cold_speedup_vs_sglang_streaming
B300,512,bf16,262144,4,48.058,41.716,35.461,33.759,34.478,32.652,20.274,18.382,19.075,17.28,28.915,27.783,,,,,92.541,76.465,43.822,39.295,14.541,13.377,,,14.483,13.367,,,0.738,0.717,0.422,0.397,0.602,,,1.926,0.912,0.303,,0.301,
B300,512,bf16,262144,8,48.459,41.663,35.715,33.788,34.528,32.655,20.485,18.497,19.526,17.452,30.305,27.827,,,,,92.36,76.523,43.845,39.601,16.781,15.407,,,26.658,25.112,,,0.737,0.713,0.423,0.403,0.625,,,1.906,0.905,0.346,,0.55,
B300,512,bf16,262144,16,48.794,41.715,36.077,33.798,34.858,32.698,21.002,18.616,19.842,17.633,29.947,27.807,,,,,92.523,76.686,44.107,41.03,21.475,19.649,,,50.875,48.756,,,0.739,0.714,0.43,0.407,0.614,,,1.896,0.904,0.44,,1.043,
B300,512,bf16,262144,32,49.416,41.977,36.606,33.858,35.555,32.803,27.986,24.909,27.171,24.047,36.635,33.861,,,,,95.659,79.768,53.171,50.65,30.338,28.048,,,99.245,95.702,,,0.741,0.72,0.566,0.55,0.741,,,1.936,1.076,0.614,,2.008,
B300,512,bf16,262144,64,51.0,42.225,38.075,34.097,36.986,33.11,30.163,25.178,29.168,24.42,38.188,34.1,,,,,96.496,79.859,80.312,77.087,57.64,54.116,,,196.211,189.905,,,0.747,0.725,0.591,0.572,0.749,,,1.892,1.575,1.13,,3.847,
B300,512,bf16,262144,128,59.299,42.691,44.52,34.342,43.323,33.506,46.49,35.661,45.168,34.711,44.463,34.286,,,,,100.307,80.074,89.682,83.441,105.517,97.512,,,389.745,378.01,,,0.751,0.731,0.784,0.762,0.75,,,1.692,1.512,1.779,,6.573,
B300,512,bf16,262144,256,154.85,114.655,97.262,86.203,92.563,80.919,104.379,93.181,102.891,91.639,97.171,85.969,,,,,132.04,126.903,172.805,165.199,206.243,202.678,,,776.262,771.364,,,0.628,0.598,0.674,0.664,0.628,,,0.853,1.116,1.332,,5.013,
B300,512,bf16,262144,512,278.154,222.474,190.488,158.367,185.439,152.399,201.33,185.121,197.071,178.756,190.333,158.429,,,,,235.496,227.991,286.294,280.022,375.04,371.611,,,1546.845,1542.352,,,0.685,0.667,0.724,0.708,0.684,,,0.847,1.029,1.348,,5.561,
B300,512,bf16,262144,1024,360.675,330.93,306.371,290.744,294.914,279.079,318.397,303.803,313.424,298.352,305.899,290.695,,,,,383.726,378.172,525.971,520.9,711.118,707.313,,,3087.403,3083.392,,,0.849,0.818,0.883,0.869,0.848,,,1.064,1.458,1.972,,8.56,
B300,512,bf16,262144,2048,607.406,572.41,548.072,534.71,523.681,508.134,573.541,559.286,567.407,552.597,548.167,534.556,,,,,714.853,709.402,1025.721,1020.651,1418.84,1415.872,,,6169.193,6165.029,,,0.902,0.862,0.944,0.934,0.902,,,1.177,1.689,2.336,,10.157,
B300,512,fp16,4096,1,9.126,8.0,9.021,7.93,8.749,7.416,9.286,8.093,8.523,7.45,8.057,6.35,,,,,13.89,13.299,36.139,31.523,5.014,4.392,5.102,4.531,12.386,11.605,,,0.988,0.959,1.018,0.934,0.883,,,1.522,3.96,0.549,0.559,1.357,
B300,512,fp16,4096,2,9.07,7.962,8.973,7.879,8.506,7.411,9.274,8.055,8.616,7.457,7.942,6.312,,,,,14.174,13.281,36.051,31.517,5.245,4.389,5.33,4.519,12.709,11.585,,,0.989,0.938,1.022,0.95,0.876,,,1.563,3.975,0.578,0.588,1.401,
B300,512,fp16,4096,4,9.046,7.975,8.878,7.89,8.285,7.46,9.093,8.06,8.472,7.513,7.983,6.316,,,,,13.974,13.28,35.669,31.468,5.026,4.397,5.139,4.518,12.534,11.588,,,0.981,0.916,1.005,0.937,0.882,,,1.545,3.943,0.556,0.568,1.386,
B300,512,fp16,4096,8,8.989,7.994,8.918,7.917,8.518,7.453,9.117,8.095,8.635,7.494,7.771,6.422,,,,,13.992,13.323,35.222,31.598,5.088,4.419,5.195,4.543,12.832,11.699,,,0.992,0.948,1.014,0.961,0.865,,,1.557,3.918,0.566,0.578,1.428,
B300,512,fp16,4096,16,9.123,8.004,8.934,7.916,8.51,7.459,9.104,8.085,8.63,7.508,8.874,7.916,,,,,13.997,13.337,33.893,31.887,5.176,4.445,5.222,4.56,13.058,11.79,,,0.979,0.933,0.998,0.946,0.973,,,1.534,3.715,0.567,0.572,1.431,
B300,512,fp16,4096,32,9.09,8.06,8.941,7.955,8.594,7.523,9.163,8.118,8.72,7.599,8.921,7.957,,,,,14.08,13.373,34.011,31.934,5.21,4.458,5.296,4.574,13.165,12.022,,,0.984,0.945,1.008,0.959,0.981,,,1.549,3.742,0.573,0.583,1.448,
B300,512,fp16,4096,64,9.248,8.106,9.106,8.044,8.717,7.704,9.318,8.179,8.818,7.725,9.147,8.043,,,,,14.174,13.405,34.03,32.116,5.357,4.488,5.451,4.609,13.266,11.983,,,0.985,0.943,1.008,0.953,0.989,,,1.533,3.68,0.579,0.589,1.434,
B300,512,fp16,4096,128,9.458,8.209,9.346,8.127,8.998,7.823,9.539,8.269,8.99,7.843,9.305,8.129,,,,,14.411,13.537,40.181,38.84,5.622,4.658,5.65,4.663,23.883,22.072,,,0.988,0.951,1.009,0.951,0.984,,,1.524,4.249,0.594,0.597,2.525,
B300,512,fp16,4096,256,22.248,12.392,11.126,9.894,10.88,9.71,11.08,9.886,10.914,9.721,11.17,9.896,,,,,21.424,20.764,74.259,72.452,9.642,8.161,9.699,8.161,45.178,42.626,,,0.5,0.489,0.498,0.491,0.502,,,0.963,3.338,0.433,0.436,2.031,
B300,512,fp16,4096,512,30.486,38.616,19.213,17.196,19.011,17.011,19.266,17.183,19.171,17.029,19.04,17.192,,,,,38.17,37.48,132.565,130.838,17.781,15.149,18.013,15.148,77.307,73.514,,,0.63,0.624,0.632,0.629,0.625,,,1.252,4.348,0.583,0.591,2.536,
B300,512,fp16,4096,1024,50.072,54.844,29.656,27.204,29.458,26.741,29.742,27.196,29.451,26.762,29.847,27.207,,,,,63.456,62.659,242.19,240.269,30.077,25.648,30.157,25.646,151.45,144.881,,,0.592,0.588,0.594,0.588,0.596,,,1.267,4.837,0.601,0.602,3.025,
B300,512,fp16,4096,2048,88.749,91.23,53.762,50.29,52.951,49.109,53.707,50.303,52.943,49.114,53.791,50.11,,,,,122.181,121.337,476.869,474.63,57.509,50.088,57.661,50.109,300.861,287.903,,,0.606,0.597,0.605,0.597,0.606,,,1.377,5.373,0.648,0.65,3.39,
B300,512,fp16,8192,1,10.464,9.386,10.298,8.998,9.498,8.137,10.515,9.181,9.586,8.162,9.719,7.203,,,,,15.642,14.539,36.062,31.637,6.28,5.535,6.322,5.519,13.358,12.119,,,0.984,0.908,1.005,0.916,0.929,,,1.495,3.446,0.6,0.604,1.277,
B300,512,fp16,8192,2,10.856,9.755,10.339,9.03,9.41,8.098,10.65,9.217,9.525,8.131,9.621,9.02,,,,,15.568,14.571,36.008,31.658,6.334,5.583,6.344,5.583,13.384,12.093,,,0.952,0.867,0.981,0.877,0.886,,,1.434,3.317,0.583,0.584,1.233,
B300,512,fp16,8192,4,11.928,10.58,10.403,9.016,9.267,8.126,10.734,9.204,9.453,8.15,9.846,9.008,,,,,15.728,14.572,36.018,32.132,6.408,5.581,6.435,5.584,13.429,12.184,,,0.872,0.777,0.9,0.792,0.825,,,1.319,3.02,0.537,0.54,1.126,
B300,512,fp16,8192,8,11.941,10.957,10.502,9.044,9.427,8.126,10.677,9.219,9.37,8.15,9.683,7.254,,,,,15.736,14.577,35.67,32.024,6.45,5.591,6.475,5.583,13.394,12.227,,,0.88,0.789,0.894,0.785,0.811,,,1.318,2.987,0.54,0.542,1.122,
B300,512,fp16,8192,16,12.925,13.67,10.371,9.042,9.463,8.15,10.688,9.217,9.562,8.178,9.578,9.01,,,,,15.6,14.604,34.302,32.237,6.342,5.618,6.349,5.621,13.459,12.241,,,0.802,0.732,0.827,0.74,0.741,,,1.207,2.654,0.491,0.491,1.041,
B300,512,fp16,8192,32,14.965,14.295,10.598,9.084,9.486,8.212,10.666,9.247,9.53,8.261,10.491,9.082,,,,,15.643,14.651,34.362,32.406,6.414,5.641,6.422,5.644,13.701,12.544,,,0.708,0.634,0.713,0.637,0.701,,,1.045,2.296,0.429,0.429,0.916,
B300,512,fp16,8192,64,17.384,15.681,10.6,9.181,9.829,8.39,10.87,9.339,9.778,8.369,10.368,9.181,,,,,15.763,14.701,34.278,32.06,6.509,5.704,6.557,5.696,13.786,12.561,,,0.61,0.565,0.625,0.562,0.596,,,0.907,1.972,0.374,0.377,0.793,
B300,512,fp16,8192,128,17.946,17.822,10.792,9.276,9.837,8.499,10.992,9.421,9.918,8.502,10.583,9.278,,,,,15.898,14.836,40.64,39.549,6.786,5.773,6.797,5.772,24.802,23.128,,,0.601,0.548,0.613,0.553,0.59,,,0.886,2.265,0.378,0.379,1.382,
B300,512,fp16,8192,256,29.195,23.148,13.28,11.44,12.45,10.764,13.224,11.425,12.437,10.78,13.211,11.439,,,,,23.555,22.588,75.042,73.488,11.918,10.369,11.926,10.353,47.373,44.524,,,0.455,0.426,0.453,0.426,0.453,,,0.807,2.57,0.408,0.409,1.623,
B300,512,fp16,8192,512,41.074,45.384,22.709,19.939,21.294,18.687,22.794,19.926,21.35,18.684,22.63,20.24,,,,,41.826,40.738,134.338,132.744,21.861,19.357,21.854,19.356,81.366,76.687,,,0.553,0.518,0.555,0.52,0.551,,,1.018,3.271,0.532,0.532,1.981,
B300,512,fp16,8192,1024,74.792,81.768,35.066,31.828,33.01,29.521,35.005,31.841,33.222,29.526,34.702,31.834,,,,,68.942,67.748,246.213,244.622,37.11,32.966,37.04,32.962,159.69,151.332,,,0.469,0.441,0.468,0.444,0.464,,,0.922,3.292,0.496,0.495,2.135,
B300,512,fp16,8192,2048,125.138,122.581,63.546,59.137,59.007,54.182,63.421,59.131,59.059,54.173,63.754,59.133,,,,,132.258,131.187,484.704,482.95,71.637,64.499,71.79,64.505,317.142,300.842,,,0.508,0.472,0.507,0.472,0.509,,,1.057,3.873,0.572,0.574,2.534,
B300,512,fp16,16384,1,11.8,10.22,12.069,10.494,10.459,8.832,11.824,10.225,10.194,8.636,11.67,8.752,,,,,18.274,16.816,36.493,32.115,8.901,8.245,8.97,8.241,14.365,13.332,,,1.023,0.886,1.002,0.864,0.989,,,1.549,3.093,0.754,0.76,1.217,
B300,512,fp16,16384,2,11.646,10.196,12.024,10.463,10.278,8.787,11.869,10.167,10.226,8.589,11.609,8.737,,,,,18.429,16.827,36.226,32.266,8.97,8.274,9.016,8.277,14.555,13.376,,,1.032,0.883,1.019,0.878,0.997,,,1.582,3.11,0.77,0.774,1.25,
B300,512,fp16,16384,4,11.878,10.191,12.278,10.462,10.477,8.847,11.696,10.176,9.973,8.642,11.968,8.736,,,,,18.498,16.829,36.41,32.35,9.045,8.284,9.05,8.281,14.728,13.38,,,1.034,0.882,0.985,0.84,1.008,,,1.557,3.065,0.761,0.762,1.24,
B300,512,fp16,16384,8,11.77,10.198,12.226,10.484,10.512,8.855,11.685,10.207,10.015,8.638,11.878,10.487,,,,,18.552,16.857,36.294,32.317,9.07,8.297,9.099,8.289,14.714,13.492,,,1.039,0.893,0.993,0.851,1.009,,,1.576,3.084,0.771,0.773,1.25,
B300,512,fp16,16384,16,11.851,10.248,12.253,10.497,10.419,8.875,11.63,10.204,10.174,8.668,12.801,10.502,,,,,18.432,16.877,34.648,32.671,9.034,8.337,8.992,8.331,14.776,13.532,,,1.034,0.879,0.981,0.859,1.08,,,1.555,2.924,0.762,0.759,1.247,
B300,512,fp16,16384,32,11.818,10.294,12.254,10.525,10.672,8.927,11.709,10.227,10.251,8.746,12.162,10.533,,,,,18.446,16.995,34.469,32.652,9.122,8.358,9.099,8.35,14.997,13.8,,,1.037,0.903,0.991,0.867,1.029,,,1.561,2.917,0.772,0.77,1.269,
B300,512,fp16,16384,64,11.968,10.34,12.309,10.608,10.774,9.08,11.891,10.337,10.432,8.92,12.036,10.615,,,,,18.53,17.028,35.787,33.448,9.229,8.401,9.211,8.408,15.218,13.818,,,1.028,0.9,0.994,0.872,1.006,,,1.548,2.99,0.771,0.77,1.272,
B300,512,fp16,16384,128,12.491,10.462,12.822,10.722,11.25,9.214,12.414,10.449,10.955,9.045,12.981,10.718,,,,,18.861,17.14,42.765,41.344,9.691,8.499,9.69,8.499,27.552,25.655,,,1.027,0.901,0.994,0.877,1.039,,,1.51,3.424,0.776,0.776,2.206,
B300,512,fp16,16384,256,16.096,13.796,16.243,13.652,14.021,11.453,15.898,13.541,14.426,11.813,16.293,13.653,,,,,27.131,25.588,78.978,76.931,17.526,15.775,17.552,15.763,52.117,49.464,,,1.009,0.871,0.988,0.896,1.012,,,1.686,4.907,1.089,1.09,3.238,
B300,512,fp16,16384,512,27.995,24.318,28.107,24.251,24.138,20.183,27.349,23.786,24.858,21.244,27.973,24.253,,,,,48.198,46.419,140.387,138.114,32.677,30.145,32.739,30.14,89.688,85.134,,,1.004,0.862,0.977,0.888,0.999,,,1.722,5.015,1.167,1.169,3.204,
B300,512,fp16,16384,1024,44.101,39.632,43.152,38.362,37.216,31.603,41.995,37.996,38.614,33.649,42.866,37.9,,,,,78.664,76.842,256.581,254.399,55.595,51.72,55.616,51.699,176.736,168.496,,,0.978,0.844,0.952,0.876,0.972,,,1.784,5.818,1.261,1.261,4.008,
B300,512,fp16,16384,2048,77.557,72.716,77.77,71.781,65.781,58.538,76.179,71.472,68.506,62.725,77.71,71.755,,,,,149.89,147.777,505.619,503.585,108.997,102.247,109.144,102.273,350.562,334.687,,,1.003,0.848,0.982,0.883,1.002,,,1.933,6.519,1.405,1.407,4.52,
B300,512,fp16,32768,1,14.758,12.871,15.637,13.492,12.078,10.382,15.582,13.593,12.688,10.661,12.35,9.644,,,,,23.16,20.742,38.066,33.834,14.152,12.964,13.0,12.074,14.166,12.963,,,1.06,0.818,1.056,0.86,0.837,,,1.569,2.579,0.959,0.881,0.96,
B300,512,fp16,32768,2,14.696,13.025,15.123,13.455,11.902,10.364,15.485,13.553,12.541,10.621,11.768,9.61,,,,,23.304,20.785,37.712,33.562,14.16,13.06,13.112,12.093,14.24,13.012,,,1.029,0.81,1.054,0.853,0.801,,,1.586,2.566,0.964,0.892,0.969,
B300,512,fp16,32768,4,15.536,12.889,15.278,13.464,12.064,10.419,15.456,13.573,12.312,10.679,12.223,9.615,,,,,23.274,20.807,36.968,33.091,14.254,13.282,13.149,12.115,14.381,13.252,,,0.983,0.777,0.995,0.792,0.787,,,1.498,2.38,0.918,0.846,0.926,
B300,512,fp16,32768,8,15.059,13.474,15.083,13.49,12.074,10.42,15.48,13.597,12.418,10.684,13.62,13.474,,,,,23.277,20.81,36.894,33.285,14.379,13.356,13.181,12.123,14.514,13.32,,,1.002,0.802,1.028,0.825,0.904,,,1.546,2.45,0.955,0.875,0.964,
B300,512,fp16,32768,16,15.667,13.7,15.282,13.498,12.074,10.43,15.437,13.628,12.621,10.698,12.153,9.641,,,,,23.139,20.842,35.734,34.266,14.568,13.545,13.053,12.14,14.574,13.525,,,0.975,0.771,0.985,0.806,0.776,,,1.477,2.281,0.93,0.833,0.93,
B300,512,fp16,32768,32,16.664,14.829,15.366,13.52,12.466,10.492,15.661,13.637,12.76,10.76,15.439,13.523,,,,,23.302,20.973,42.445,41.508,15.024,13.764,13.165,12.162,15.038,13.749,,,0.922,0.748,0.94,0.766,0.926,,,1.398,2.547,0.902,0.79,0.902,
B300,512,fp16,32768,64,17.866,15.993,15.638,13.635,12.83,10.705,16.021,13.739,13.194,10.959,15.544,13.635,,,,,23.49,21.022,59.65,58.911,13.355,12.247,13.405,12.238,27.459,25.695,,,0.875,0.718,0.897,0.738,0.87,,,1.315,3.339,0.748,0.75,1.537,
B300,512,fp16,32768,128,19.176,16.287,16.466,13.766,13.614,10.881,16.898,13.865,13.973,11.135,16.316,13.708,,,,,23.952,21.126,46.243,44.347,14.282,12.347,14.197,12.345,52.138,49.58,,,0.859,0.71,0.881,0.729,0.851,,,1.249,2.412,0.745,0.74,2.719,
B300,512,fp16,32768,256,30.602,28.019,22.29,19.328,18.171,15.201,22.981,19.828,19.533,16.373,22.16,19.327,,,,,33.466,31.336,85.362,82.702,25.79,23.373,25.851,23.37,89.581,85.469,,,0.728,0.594,0.751,0.638,0.724,,,1.094,2.789,0.843,0.845,2.927,
B300,512,fp16,32768,512,57.752,43.011,38.248,33.626,30.731,26.002,39.008,34.214,33.135,27.962,37.797,33.625,,,,,59.861,56.458,150.021,147.219,49.158,45.209,49.179,45.212,176.152,169.087,,,0.662,0.532,0.675,0.574,0.654,,,1.037,2.598,0.851,0.852,3.05,
B300,512,fp16,32768,1024,96.883,86.745,60.31,54.989,48.504,41.93,62.051,56.147,52.877,45.56,60.251,54.991,,,,,97.101,92.87,274.589,271.755,86.09,78.035,86.166,78.025,351.578,336.062,,,0.623,0.501,0.64,0.546,0.622,,,1.002,2.834,0.889,0.889,3.629,
B300,512,fp16,32768,2048,137.898,130.677,110.374,108.294,85.826,83.077,113.616,111.531,94.371,91.283,110.527,108.292,,,,,182.858,181.622,543.29,542.206,167.712,163.207,167.632,163.153,697.422,695.338,,,0.8,0.622,0.824,0.684,0.802,,,1.326,3.94,1.216,1.216,5.058,
B300,512,fp16,65536,1,20.645,18.077,17.35,15.773,15.494,14.0,16.483,14.509,14.446,12.647,14.243,13.793,,,,,32.205,28.527,39.454,35.311,14.118,12.939,20.662,19.118,13.949,12.94,,,0.84,0.751,0.798,0.7,0.69,,,1.56,1.911,0.684,1.001,0.676,
B300,512,fp16,65536,2,20.73,17.99,17.422,15.763,15.595,14.007,16.486,14.641,14.456,12.744,14.771,13.784,,,,,32.584,28.942,39.182,34.937,14.088,13.022,20.699,19.161,14.13,13.082,,,0.84,0.752,0.795,0.697,0.713,,,1.572,1.89,0.68,0.999,0.682,
B300,512,fp16,65536,4,20.667,17.941,17.435,15.772,15.515,14.034,16.434,14.666,14.555,12.754,14.634,13.797,,,,,32.757,28.955,38.65,34.652,14.362,13.416,20.803,19.188,14.298,13.404,,,0.844,0.751,0.795,0.704,0.708,,,1.585,1.87,0.695,1.007,0.692,
B300,512,fp16,65536,8,20.565,18.03,17.275,15.794,15.602,14.051,16.568,14.82,14.81,12.908,15.097,13.818,,,,,32.712,29.17,38.453,34.728,14.461,13.298,20.606,19.2,14.453,13.366,,,0.84,0.759,0.806,0.72,0.734,,,1.591,1.87,0.703,1.002,0.703,
B300,512,fp16,65536,16,20.71,17.981,17.478,15.794,15.542,14.08,16.808,14.948,15.005,13.183,15.74,13.94,,,,,32.474,29.252,37.227,35.489,14.869,13.505,20.582,19.22,14.826,13.526,,,0.844,0.75,0.812,0.725,0.76,,,1.568,1.798,0.718,0.994,0.716,
B300,512,fp16,65536,32,20.814,18.106,17.626,15.841,15.878,14.158,17.349,15.652,15.518,13.746,17.576,17.483,,,,,32.742,29.488,44.39,43.244,17.138,15.727,20.773,19.249,26.898,25.263,,,0.847,0.763,0.833,0.746,0.844,,,1.573,2.133,0.823,0.998,1.292,
B300,512,fp16,65536,64,21.446,18.197,18.227,15.983,16.459,14.376,18.218,15.844,16.267,14.005,18.381,16.324,,,,,33.037,29.64,63.366,62.276,21.765,19.838,21.064,19.35,51.331,48.693,,,0.85,0.767,0.849,0.759,0.857,,,1.54,2.955,1.015,0.982,2.393,
B300,512,fp16,65536,128,22.33,18.435,19.245,16.139,18.008,14.572,19.733,16.488,17.925,14.799,19.371,16.138,,,,,33.762,29.808,52.666,49.677,22.077,19.48,22.069,19.484,97.174,92.718,,,0.862,0.806,0.884,0.803,0.867,,,1.512,2.359,0.989,0.988,4.352,
B300,512,fp16,65536,256,29.771,25.688,29.16,24.607,26.523,21.866,30.68,25.696,28.587,23.459,29.188,24.603,,,,,45.773,41.905,96.824,92.595,41.534,37.565,41.47,37.546,184.19,176.72,,,0.979,0.891,1.031,0.96,0.98,,,1.537,3.252,1.395,1.393,6.187,
B300,512,fp16,65536,512,57.312,48.53,51.646,43.503,46.411,37.649,54.946,45.343,51.678,40.911,51.502,43.506,,,,,83.08,76.107,168.472,163.325,81.832,73.537,81.848,73.549,360.522,343.617,,,0.901,0.81,0.959,0.902,0.899,,,1.45,2.94,1.428,1.428,6.291,
B300,512,fp16,65536,1024,86.666,89.302,81.125,75.472,72.76,66.597,85.837,79.373,80.135,73.28,81.125,75.466,,,,,133.68,130.02,309.016,307.451,142.87,135.82,142.862,135.841,703.947,701.869,,,0.936,0.84,0.99,0.925,0.936,,,1.542,3.566,1.649,1.648,8.123,
B300,512,fp16,65536,2048,149.902,152.127,144.437,139.629,127.491,122.277,152.829,147.032,140.402,134.187,144.036,139.598,,,,,248.784,245.193,608.109,606.616,276.778,269.279,276.882,269.232,1401.306,1396.769,,,0.964,0.85,1.02,0.937,0.961,,,1.66,4.057,1.846,1.847,9.348,
B300,512,fp16,131072,1,29.957,26.103,24.035,22.087,22.173,20.511,16.952,15.587,15.043,13.661,20.52,17.206,,,,,52.547,45.238,41.53,36.762,13.899,13.019,,,13.923,12.996,,,0.802,0.74,0.566,0.502,0.685,,,1.754,1.386,0.464,,0.465,
B300,512,fp16,131072,2,29.79,25.946,23.771,22.107,22.099,20.549,17.171,15.708,15.195,13.767,20.071,17.004,,,,,52.586,45.123,41.056,36.487,13.923,13.108,,,13.915,13.06,,,0.798,0.742,0.576,0.51,0.674,,,1.765,1.378,0.467,,0.467,
B300,512,fp16,131072,4,29.92,26.083,23.803,22.138,22.218,20.556,17.259,15.709,15.267,13.773,19.919,16.667,,,,,52.653,45.256,40.454,36.026,14.198,13.14,,,14.144,13.149,,,0.796,0.743,0.577,0.51,0.666,,,1.76,1.352,0.475,,0.473,
B300,512,fp16,131072,8,29.866,26.141,23.722,22.141,22.35,20.593,17.491,15.83,15.518,13.895,20.537,18.466,,,,,52.482,45.348,40.496,36.348,14.701,13.444,,,14.661,13.366,,,0.794,0.748,0.586,0.52,0.688,,,1.757,1.356,0.492,,0.491,
B300,512,fp16,131072,16,30.197,26.165,24.152,22.156,22.454,20.61,17.843,15.972,15.877,14.149,20.525,16.632,,,,,52.656,45.409,39.494,37.066,16.931,15.484,,,26.789,25.025,,,0.8,0.744,0.591,0.526,0.68,,,1.744,1.308,0.561,,0.887,
B300,512,fp16,131072,32,30.478,26.256,24.354,22.218,22.872,20.708,21.378,19.169,19.406,17.188,23.957,22.215,,,,,53.917,46.68,47.154,45.441,21.394,19.747,,,50.686,48.521,,,0.799,0.75,0.701,0.637,0.786,,,1.769,1.547,0.702,,1.663,
B300,512,fp16,131072,64,31.306,26.416,25.275,22.38,23.765,20.963,22.626,19.427,20.837,17.521,25.17,22.378,,,,,54.256,46.804,69.288,67.254,30.29,27.79,,,96.6,92.503,,,0.807,0.759,0.723,0.666,0.804,,,1.733,2.213,0.968,,3.086,
B300,512,fp16,131072,128,33.059,26.676,27.469,22.601,25.896,21.214,28.122,23.24,26.469,21.754,27.149,22.603,,,,,55.277,46.883,64.571,59.87,57.272,53.543,,,179.003,172.404,,,0.831,0.783,0.851,0.801,0.821,,,1.672,1.953,1.732,,5.415,
B300,512,fp16,131072,256,58.181,40.024,46.637,37.363,44.127,34.893,51.434,39.45,48.266,37.308,46.927,37.392,,,,,70.571,63.83,118.726,111.198,111.032,105.105,,,353.198,342.323,,,0.802,0.758,0.884,0.83,0.807,,,1.213,2.041,1.908,,6.071,
B300,512,fp16,131072,512,153.52,182.122,99.429,88.778,95.018,82.514,116.458,104.583,114.327,103.016,99.678,89.627,,,,,136.987,129.424,202.853,199.5,191.613,188.758,,,693.707,690.915,,,0.648,0.619,0.759,0.745,0.649,,,0.892,1.321,1.248,,4.519,
B300,512,fp16,131072,1024,243.544,251.164,158.442,131.782,148.759,124.396,182.206,167.594,184.48,169.461,158.723,131.943,,,,,215.459,207.591,372.763,369.681,378.174,375.06,,,1378.771,1375.345,,,0.651,0.611,0.748,0.757,0.652,,,0.885,1.531,1.553,,5.661,
B300,512,fp16,131072,2048,320.99,327.716,249.947,232.934,234.455,219.585,309.806,296.917,311.983,299.688,250.261,232.676,,,,,397.483,390.566,726.32,723.588,752.648,750.28,,,2752.773,2750.517,,,0.779,0.73,0.965,0.972,0.78,,,1.238,2.263,2.345,,8.576,
B300,512,fp16,262144,1,50.579,44.202,36.978,34.997,34.309,32.602,21.824,20.415,18.57,17.151,31.027,29.165,,,,,91.89,77.648,45.035,39.718,13.984,13.024,,,13.843,13.03,,,0.731,0.678,0.431,0.367,0.613,,,1.817,0.89,0.276,,0.274,
B300,512,fp16,262144,2,50.693,44.411,37.019,34.999,34.506,32.552,22.282,20.525,18.933,17.247,30.472,29.167,,,,,92.051,77.746,44.733,39.507,14.051,13.194,,,14.002,13.214,,,0.73,0.681,0.44,0.373,0.601,,,1.816,0.882,0.277,,0.276,
B300,512,fp16,262144,4,50.893,44.612,36.87,35.03,34.587,32.621,22.424,20.531,19.085,17.266,30.867,29.202,,,,,91.931,78.026,44.294,39.136,14.44,13.302,,,14.418,13.303,,,0.724,0.68,0.441,0.375,0.607,,,1.806,0.87,0.284,,0.283,
B300,512,fp16,262144,8,50.938,44.66,37.128,35.066,34.623,32.627,22.706,20.661,19.451,17.421,30.584,27.285,,,,,92.027,78.105,44.317,39.371,16.739,15.37,,,26.582,25.035,,,0.729,0.68,0.446,0.382,0.6,,,1.807,0.87,0.329,,0.522,
B300,512,fp16,262144,16,51.179,44.624,37.464,35.057,34.989,32.662,23.0,20.81,19.861,17.619,31.112,29.222,,,,,92.066,78.366,43.821,40.682,21.338,19.531,,,50.822,48.586,,,0.732,0.684,0.449,0.388,0.608,,,1.799,0.856,0.417,,0.993,
B300,512,fp16,262144,32,51.771,44.783,38.005,35.134,35.486,32.77,30.042,27.011,26.682,23.577,37.864,35.14,,,,,95.238,81.679,53.338,50.437,30.23,27.965,,,99.07,95.432,,,0.734,0.685,0.58,0.515,0.731,,,1.84,1.03,0.584,,1.914,
B300,512,fp16,262144,64,53.309,45.025,39.472,35.345,36.967,33.053,32.158,27.308,28.798,23.958,39.19,35.321,,,,,95.96,81.807,80.394,76.728,57.347,53.805,,,195.27,189.162,,,0.74,0.693,0.603,0.54,0.735,,,1.8,1.508,1.076,,3.663,
