scenario,sweep,K,dtype,N,BS,r0_arm,op26r_cold_us_local,op26r_warm_us_local,base_cold_us_local,base_warm_us_local,radix_cold_us_local,radix_warm_us_local,speedup_vs_base_same_node_cold,speedup_vs_radix_same_node_cold
real,bs,512,bf16,8192,512,plain,22.934,20.312,25.15,22.62,23.777,21.276,1.0966,1.0368
real,bs,512,bf16,8192,1024,plain,35.123,31.774,38.976,35.937,40.304,36.279,1.1097,1.1475
real,bs,512,bf16,8192,2048,plain,63.046,58.498,71.219,67.129,78.285,70.719,1.1296,1.2417
real,bs,512,bf16,16384,1,1cta,10.15,8.568,14.136,12.136,9.32,8.738,1.3927,0.9182
real,bs,512,bf16,16384,2,1cta,9.971,8.541,14.021,12.102,9.307,8.753,1.4062,0.9334
real,bs,512,bf16,16384,4,1cta,10.216,8.662,14.018,12.268,9.413,8.812,1.3722,0.9214
real,bs,512,bf16,16384,8,1cta,10.256,8.691,14.118,12.29,9.437,8.828,1.3766,0.9201
real,bs,512,bf16,16384,16,1cta,10.682,9.043,14.406,12.637,9.909,9.215,1.3486,0.9276
real,bs,512,bf16,16384,32,1cta,10.89,9.183,14.453,12.804,9.963,9.276,1.3272,0.9149
real,bs,512,bf16,16384,64,1cta,11.107,9.245,14.701,12.892,10.141,9.327,1.3236,0.913
real,bs,512,bf16,16384,128,1cta,11.6,9.432,15.194,13.15,10.643,9.488,1.3098,0.9175
real,bs,512,bf16,16384,256,1cta,14.374,12.088,19.342,17.077,19.189,17.489,1.3456,1.335
real,bs,512,bf16,16384,512,1cta,24.258,20.922,34.915,31.433,35.819,33.418,1.4393,1.4766
real,bs,512,bf16,16384,1024,1cta,37.555,33.274,54.483,50.387,61.529,57.301,1.4508,1.6384
real,bs,512,bf16,16384,2048,1cta,68.051,62.182,99.952,94.151,120.432,112.827,1.4688,1.7697
real,bs,512,bf16,32768,1,1cta,11.542,10.067,16.982,14.922,11.624,10.711,1.4713,1.0071
real,bs,512,bf16,32768,2,1cta,11.416,10.051,16.53,14.876,11.987,11.211,1.448,1.05
real,bs,512,bf16,32768,4,1cta,11.558,10.23,16.747,15.076,14.698,13.909,1.449,1.2717
real,bs,512,bf16,32768,8,1cta,11.718,10.243,16.859,15.084,14.893,14.057,1.4387,1.271
real,bs,512,bf16,32768,16,1cta,12.091,10.587,17.085,15.428,15.47,14.419,1.413,1.2795
real,bs,512,bf16,32768,32,1cta,12.282,10.735,17.445,15.594,15.69,14.446,1.4204,1.2775
real,bs,512,bf16,32768,64,1cta,12.661,10.87,17.789,15.716,15.187,14.086,1.405,1.1995
real,bs,512,bf16,32768,128,1cta,13.534,11.176,18.406,16.063,15.803,14.315,1.36,1.1677
real,bs,512,bf16,32768,256,1cta,17.995,15.076,26.821,23.987,29.086,26.963,1.4905,1.6163
real,bs,512,bf16,32768,512,1cta,30.401,26.058,46.381,42.138,55.651,52.235,1.5256,1.8306
real,bs,512,bf16,32768,1024,1cta,47.795,42.228,74.253,68.825,97.435,89.979,1.5536,2.0386
real,bs,512,bf16,32768,2048,1cta,86.291,83.986,136.929,134.675,190.964,185.746,1.5868,2.213
real,bs,512,bf16,65536,1,mc,12.877,11.528,26.965,25.517,11.899,11.063,2.094,0.9241
real,bs,512,bf16,65536,2,mc,13.018,11.577,26.946,25.526,13.77,12.966,2.0699,1.0578
real,bs,512,bf16,65536,4,mc,13.536,11.896,27.213,25.71,14.57,13.633,2.0104,1.0764
real,bs,512,bf16,65536,8,mc,13.658,12.049,27.21,25.708,15.045,13.934,1.9922,1.1016
real,bs,512,bf16,65536,16,mc,13.882,12.085,27.49,26.059,15.683,14.349,1.9803,1.1297
real,bs,512,bf16,65536,32,mc,14.389,12.616,27.899,26.258,18.045,16.782,1.9389,1.2541
real,bs,512,bf16,65536,64,mc,15.36,12.992,28.518,26.396,23.464,21.804,1.8566,1.5276
real,bs,512,bf16,65536,128,1cta,16.766,14.01,29.552,26.837,24.773,22.758,1.7626,1.4776
real,bs,512,bf16,65536,256,1cta,24.616,20.632,49.246,45.276,46.686,43.562,2.0006,1.8966
real,bs,512,bf16,65536,512,1cta,42.184,35.876,89.038,80.653,92.016,85.198,2.1107,2.1813
real,bs,512,bf16,65536,1024,1cta,66.702,62.44,142.107,137.023,160.675,153.89,2.1305,2.4088
real,bs,512,bf16,65536,2048,1cta,120.075,116.164,264.656,259.99,312.085,305.135,2.2041,2.5991
real,bs,512,bf16,131072,1,mc,13.925,12.746,23.894,22.124,13.603,12.77,1.7159,0.9769
real,bs,512,bf16,131072,2,mc,14.134,12.781,23.765,22.138,14.56,13.845,1.6814,1.0301
real,bs,512,bf16,131072,4,mc,14.509,13.114,23.982,22.291,14.853,13.828,1.6529,1.0237
real,bs,512,bf16,131072,8,mc,14.731,13.286,24.243,22.351,15.411,14.153,1.6457,1.0462
real,bs,512,bf16,131072,16,mc,15.165,13.322,24.48,22.69,18.141,16.627,1.6142,1.1962
real,bs,512,bf16,131072,32,mc,18.024,15.821,24.946,22.843,23.082,21.377,1.384,1.2806
real,bs,512,bf16,131072,64,mc,19.17,16.296,25.749,23.078,33.064,30.828,1.3432,1.7248
real,bs,512,bf16,131072,128,1cta,23.422,20.163,27.845,23.585,62.514,59.289,1.1888,2.669
real,bs,512,bf16,131072,256,1cta,39.083,32.948,48.592,39.448,121.169,116.136,1.2433,3.1003
real,bs,512,bf16,131072,512,1cta,76.745,62.024,101.286,88.475,210.12,207.788,1.3198,2.7379
real,bs,512,bf16,131072,1024,1cta,114.486,104.51,160.134,139.284,415.924,413.926,1.3987,3.633
real,bs,512,bf16,131072,2048,1cta,206.923,198.125,262.257,248.657,827.039,826.885,1.2674,3.9968
real,bs,512,bf16,262144,1,mc,17.822,16.583,35.309,33.686,13.771,13.039,1.9812,0.7727
real,bs,512,bf16,262144,2,mc,18.131,16.651,35.358,33.689,13.986,13.1,1.9501,0.7714
real,bs,512,bf16,262144,4,mc,18.525,16.988,35.877,33.882,15.13,13.983,1.9367,0.8167
real,bs,512,bf16,262144,8,mc,18.776,17.144,35.978,33.93,17.678,16.385,1.9162,0.9415
real,bs,512,bf16,262144,16,mc,19.39,17.197,36.459,34.263,23.091,21.363,1.8803,1.1909
real,bs,512,bf16,262144,32,mc,25.104,22.522,37.138,34.465,32.931,30.689,1.4794,1.3118
real,bs,512,bf16,262144,64,mc,26.573,23.078,38.464,34.699,62.229,58.953,1.4475,2.3418
real,bs,512,bf16,262144,128,1cta,38.144,32.204,44.717,35.311,113.869,106.425,1.1723,2.9852
real,bs,512,bf16,262144,256,1cta,73.016,64.756,96.169,84.795,223.62,220.178,1.3171,3.0626
real,bs,512,bf16,262144,512,1cta,129.048,117.054,189.619,157.351,404.442,401.728,1.4694,3.134
real,bs,512,bf16,262144,1024,1cta,213.452,202.442,303.235,277.532,770.853,768.095,1.4206,3.6114
real,bs,512,bf16,262144,2048,1cta,389.658,378.79,540.242,525.164,1538.528,1535.996,1.3865,3.9484
real,bs,512,bf16,524288,2,mc,24.275,22.327,61.228,58.424,14.993,13.799,2.5223,0.6176
real,bs,512,bf16,524288,4,mc,24.505,22.726,61.081,58.455,17.403,16.026,2.4926,0.7102
real,bs,512,bf16,524288,8,mc,24.929,22.927,60.954,58.482,21.763,20.168,2.4451,0.873
real,bs,512,bf16,524288,16,mc,25.419,23.036,61.838,58.801,31.329,29.148,2.4327,1.2325
real,bs,512,bf16,524288,32,mc,37.196,33.831,62.69,58.997,59.218,55.961,1.6854,1.5921
real,bs,512,bf16,524288,64,mc,42.673,34.388,66.538,59.27,115.634,109.667,1.5593,2.7098
real,bs,512,bf16,1048576,2,mc,36.771,34.5,113.246,109.659,17.555,16.283,3.0798,0.4774
real,bs,512,bf16,1048576,4,mc,37.06,34.896,113.368,109.668,22.592,20.906,3.059,0.6096
real,bs,512,bf16,1048576,8,mc,37.395,35.067,113.528,109.706,32.003,29.79,3.0359,0.8558
real,bs,512,bf16,1048576,16,mc,38.087,35.201,114.355,110.043,61.162,57.775,3.0025,1.6058
real,bs,512,bf16,1048576,32,mc,63.978,57.37,116.439,110.307,119.663,113.314,1.82,1.8704
real,bs,512,bf16,1048576,64,mc,81.828,73.117,134.384,126.605,235.212,231.267,1.6423,2.8745
real,bs,512,fp16,4096,1,plain,10.733,9.46,10.762,9.436,5.214,4.332,1.0027,0.4858
real,bs,512,fp16,4096,2,plain,10.43,9.476,10.558,9.422,5.072,4.349,1.0123,0.4863
real,bs,512,fp16,4096,4,plain,10.698,9.583,10.731,9.554,5.141,4.392,1.0031,0.4806
real,bs,512,fp16,4096,8,plain,10.781,9.612,10.75,9.581,5.166,4.413,0.9971,0.4792
real,bs,512,fp16,4096,16,plain,11.176,9.989,10.917,9.934,5.538,4.781,0.9768,0.4955
real,bs,512,fp16,4096,32,plain,11.195,10.127,11.118,10.089,5.645,4.862,0.9931,0.5042
real,bs,512,fp16,4096,64,plain,11.379,10.185,11.262,10.152,5.752,4.899,0.9897,0.5055
real,bs,512,fp16,4096,128,plain,11.664,10.434,11.518,10.369,6.117,5.108,0.9875,0.5244
real,bs,512,fp16,4096,256,plain,11.786,10.489,14.267,12.974,10.256,8.826,1.2105,0.8702
real,bs,512,fp16,4096,512,plain,20.32,18.337,24.378,22.501,18.858,16.319,1.1997,0.9281
real,bs,512,fp16,4096,1024,plain,31.085,28.675,37.922,36.06,31.592,27.697,1.2199,1.0163
real,bs,512,fp16,4096,2048,plain,56.198,52.932,69.866,67.132,61.6,53.705,1.2432,1.0961
real,bs,512,fp16,8192,1,plain,10.11,9.022,10.267,8.977,6.267,5.599,1.0155,0.6199
real,bs,512,fp16,8192,2,plain,10.162,8.991,10.579,8.95,6.286,5.608,1.041,0.6186
real,bs,512,fp16,8192,4,plain,10.291,9.118,10.742,9.079,6.32,5.662,1.0438,0.6141
real,bs,512,fp16,8192,8,plain,10.413,9.144,10.568,9.098,6.389,5.683,1.0149,0.6136
real,bs,512,fp16,8192,16,plain,10.947,9.504,10.835,9.459,6.757,6.049,0.9898,0.6172
real,bs,512,fp16,8192,32,plain,11.066,9.665,10.958,9.62,6.872,6.133,0.9902,0.621
real,bs,512,fp16,8192,64,plain,11.158,9.72,11.045,9.694,7.006,6.193,0.9899,0.6279
real,bs,512,fp16,8192,128,plain,11.512,9.961,11.453,9.906,7.296,6.298,0.9949,0.6338
real,bs,512,fp16,8192,256,plain,13.566,11.713,13.867,12.112,12.645,11.134,1.0222,0.9321
real,bs,512,fp16,8192,512,plain,23.152,20.406,23.851,21.023,23.349,20.961,1.0302,1.0085
real,bs,512,fp16,8192,1024,plain,35.392,32.05,36.75,33.533,39.709,35.778,1.0384,1.122
real,bs,512,fp16,8192,2048,plain,63.411,58.889,66.576,62.265,77.152,69.581,1.0499,1.2167
real,bs,512,fp16,16384,1,1cta,13.074,11.299,15.858,13.816,8.95,8.383,1.2129,0.6846
real,bs,512,fp16,16384,2,1cta,12.741,11.288,15.624,13.763,8.952,8.392,1.2263,0.7026
real,bs,512,fp16,16384,4,1cta,13.003,11.376,15.749,13.909,8.995,8.43,1.2112,0.6918
real,bs,512,fp16,16384,8,1cta,12.97,11.404,15.77,13.931,9.056,8.453,1.2159,0.6982
real,bs,512,fp16,16384,16,1cta,13.414,11.773,16.018,14.305,9.504,8.848,1.1941,0.7085
real,bs,512,fp16,16384,32,1cta,13.611,11.93,16.157,14.478,9.573,8.924,1.1871,0.7033
real,bs,512,fp16,16384,64,1cta,13.939,11.985,16.283,14.545,9.747,8.984,1.1682,0.6993
real,bs,512,fp16,16384,128,1cta,14.315,12.187,16.872,14.79,10.31,9.133,1.1786,0.7202
real,bs,512,fp16,16384,256,1cta,18.358,16.119,21.224,18.985,18.418,16.741,1.1561,1.0033
real,bs,512,fp16,16384,512,1cta,31.403,28.2,37.558,34.273,34.312,31.983,1.196,1.0926
real,bs,512,fp16,16384,1024,1cta,49.395,45.553,58.659,54.728,59.01,54.958,1.1875,1.1947
real,bs,512,fp16,16384,2048,1cta,90.895,85.747,107.254,101.553,115.109,107.676,1.18,1.2664
real,bs,512,fp16,32768,1,1cta,11.768,9.965,16.579,14.735,11.438,10.577,1.4088,0.972
real,bs,512,fp16,32768,2,1cta,11.344,9.941,16.493,14.696,11.872,11.002,1.4539,1.0465
real,bs,512,fp16,32768,4,1cta,11.45,10.095,16.629,14.879,14.522,13.705,1.4523,1.2683
real,bs,512,fp16,32768,8,1cta,11.608,10.118,16.634,14.896,14.763,13.858,1.433,1.2718
real,bs,512,fp16,32768,16,1cta,12.0,10.478,16.877,15.254,15.342,14.252,1.4064,1.2785
real,bs,512,fp16,32768,32,1cta,12.278,10.661,17.245,15.443,15.619,14.349,1.4045,1.2721
real,bs,512,fp16,32768,64,1cta,12.728,10.756,17.638,15.542,14.35,13.323,1.3858,1.1274
real,bs,512,fp16,32768,128,1cta,13.538,11.059,18.448,15.876,15.08,13.507,1.3627,1.1139
real,bs,512,fp16,32768,256,1cta,17.978,14.961,26.155,23.475,27.392,25.3,1.4548,1.5236
real,bs,512,fp16,32768,512,1cta,30.498,25.987,44.651,40.278,52.397,48.989,1.4641,1.718
real,bs,512,fp16,32768,1024,1cta,47.974,42.19,70.854,65.568,91.715,84.374,1.4769,1.9118
real,bs,512,fp16,32768,2048,1cta,86.352,83.994,130.235,128.109,179.419,174.386,1.5082,2.0778
real,bs,512,fp16,65536,1,mc,13.09,11.564,28.138,26.671,11.706,10.876,2.1496,0.8943
real,bs,512,fp16,65536,2,mc,13.123,11.611,28.122,26.641,13.496,12.834,2.143,1.0284
real,bs,512,fp16,65536,4,mc,13.627,11.932,28.338,26.825,14.422,13.494,2.0795,1.0583
real,bs,512,fp16,65536,8,mc,13.682,12.124,28.389,26.845,14.861,13.832,2.0749,1.0862
real,bs,512,fp16,65536,16,mc,13.902,12.205,28.741,27.217,15.424,14.248,2.0674,1.1095
real,bs,512,fp16,65536,32,mc,14.566,12.771,29.115,27.425,17.869,16.511,1.9988,1.2268
real,bs,512,fp16,65536,64,mc,15.531,13.148,29.776,27.537,22.914,21.235,1.9172,1.4754
real,bs,512,fp16,65536,128,1cta,17.298,14.509,30.715,28.015,23.352,21.437,1.7756,1.35
real,bs,512,fp16,65536,256,1cta,25.24,21.445,50.375,46.497,44.056,40.849,1.9958,1.7455
real,bs,512,fp16,65536,512,1cta,43.938,37.202,88.635,80.728,86.621,79.737,2.0173,1.9714
real,bs,512,fp16,65536,1024,1cta,69.163,64.301,141.831,136.969,151.191,144.617,2.0507,2.186
real,bs,512,fp16,65536,2048,1cta,123.818,119.701,265.007,260.779,293.332,285.92,2.1403,2.3691
real,bs,512,fp16,131072,1,mc,13.73,12.609,23.466,21.697,13.498,12.744,1.7091,0.9831
real,bs,512,fp16,131072,2,mc,13.957,12.634,23.333,21.706,14.384,13.747,1.6718,1.0306
real,bs,512,fp16,131072,4,mc,14.45,13.008,23.866,21.871,14.803,13.8,1.6516,1.0244
real,bs,512,fp16,131072,8,mc,14.75,13.227,23.869,21.915,15.238,14.072,1.6182,1.0331
real,bs,512,fp16,131072,16,mc,15.123,13.246,24.13,22.275,17.808,16.442,1.5956,1.1775
real,bs,512,fp16,131072,32,mc,18.174,15.882,24.706,22.481,22.614,21.046,1.3594,1.2443
real,bs,512,fp16,131072,64,mc,19.189,16.335,25.49,22.661,32.379,30.144,1.3284,1.6874
real,bs,512,fp16,131072,128,1cta,23.059,19.622,27.581,23.181,61.032,57.75,1.1961,2.6468
real,bs,512,fp16,131072,256,1cta,38.666,32.012,47.496,38.943,118.314,113.004,1.2284,3.0599
real,bs,512,fp16,131072,512,1cta,81.567,61.945,100.979,87.091,205.056,202.838,1.238,2.514
real,bs,512,fp16,131072,1024,1cta,118.391,103.006,155.734,134.201,405.106,403.141,1.3154,3.4218
real,bs,512,fp16,131072,2048,1cta,204.192,192.635,256.005,239.739,805.987,803.895,1.2537,3.9472
real,bs,512,fp16,262144,1,mc,17.523,16.102,34.963,32.772,13.682,12.92,1.9953,0.7808
real,bs,512,fp16,262144,2,mc,17.854,16.133,34.557,32.76,13.942,13.009,1.9355,0.7809
real,bs,512,fp16,262144,4,mc,18.184,16.52,35.01,32.94,14.869,13.841,1.9253,0.8177
real,bs,512,fp16,262144,8,mc,18.622,16.748,35.219,32.975,17.53,16.126,1.8913,0.9414
real,bs,512,fp16,262144,16,mc,19.205,16.8,35.635,33.357,22.546,20.869,1.8555,1.174
real,bs,512,fp16,262144,32,mc,24.768,22.129,36.456,33.589,31.883,29.763,1.4719,1.2873
real,bs,512,fp16,262144,64,mc,26.206,22.72,37.667,33.783,60.288,57.093,1.4373,2.3005
real,bs,512,fp16,262144,128,1cta,37.787,31.045,43.88,34.477,109.803,102.418,1.1612,2.9058
real,bs,512,fp16,262144,256,1cta,72.52,63.643,93.999,81.986,215.765,212.149,1.2962,2.9752
real,bs,512,fp16,262144,512,1cta,128.475,116.295,188.058,153.548,390.503,387.791,1.4638,3.0395
real,bs,512,fp16,262144,1024,1cta,209.973,198.706,296.61,268.764,745.127,742.115,1.4126,3.5487
real,bs,512,fp16,262144,2048,1cta,383.319,371.712,525.796,509.553,1486.096,1482.901,1.3717,3.8769
real,bs,512,fp16,524288,2,mc,24.006,21.681,61.126,58.159,14.925,13.755,2.5463,0.6217
real,bs,512,fp16,524288,4,mc,24.155,22.002,60.905,58.175,17.275,15.966,2.5214,0.7152
real,bs,512,fp16,524288,8,mc,24.648,22.21,60.891,58.224,21.446,19.977,2.4704,0.8701
real,bs,512,fp16,524288,16,mc,25.024,22.272,61.81,58.584,30.989,28.862,2.47,1.2384
real,bs,512,fp16,524288,32,mc,36.982,33.237,62.654,58.773,58.814,55.441,1.6942,1.5903
real,bs,512,fp16,524288,64,mc,42.725,33.767,66.798,59.063,114.72,108.684,1.5634,2.6851
real,bs,512,fp16,1048576,2,mc,35.955,33.105,112.488,108.803,17.238,16.043,3.1286,0.4794
real,bs,512,fp16,1048576,4,mc,36.432,33.421,112.72,108.855,22.251,20.497,3.094,0.6108
real,bs,512,fp16,1048576,8,mc,36.707,33.658,113.045,108.902,31.28,29.005,3.0797,0.8522
real,bs,512,fp16,1048576,16,mc,37.515,33.72,113.732,109.294,59.702,56.285,3.0316,1.5914
real,bs,512,fp16,1048576,32,mc,63.927,56.151,116.385,109.717,116.536,110.475,1.8206,1.823
real,bs,512,fp16,1048576,64,mc,81.482,73.451,135.117,126.783,229.258,225.605,1.6582,2.8136
real,bs,512,fp32,4096,1,plain,10.181,8.345,12.802,10.836,6.8,6.017,1.2574,0.6679
real,bs,512,fp32,4096,2,plain,9.672,8.341,12.246,10.824,6.656,6.058,1.2661,0.6882
real,bs,512,fp32,4096,4,plain,9.683,8.344,12.03,10.834,6.68,6.068,1.2424,0.6899
real,bs,512,fp32,4096,8,plain,9.715,8.348,12.034,10.858,6.731,6.061,1.2387,0.6928
real,bs,512,fp32,4096,16,plain,9.622,8.349,12.248,10.864,6.766,6.076,1.2729,0.7032
real,bs,512,fp32,4096,32,plain,9.83,8.387,12.174,10.899,6.827,6.092,1.2385,0.6945
real,bs,512,fp32,4096,64,plain,9.853,8.438,12.322,10.943,6.979,6.147,1.2506,0.7083
real,bs,512,fp32,4096,128,plain,10.147,8.493,12.643,10.999,7.562,6.465,1.246,0.7452
real,bs,512,fp32,4096,256,plain,12.634,10.657,16.032,13.995,13.216,11.525,1.269,1.0461
real,bs,512,fp32,4096,512,plain,22.546,18.582,27.733,24.903,24.259,21.587,1.2301,1.076
real,bs,512,fp32,4096,1024,plain,33.795,29.398,42.765,39.567,40.87,36.79,1.2654,1.2094
real,bs,512,fp32,4096,2048,plain,58.893,53.519,77.568,73.18,79.347,71.981,1.3171,1.3473
real,bs,512,fp32,8192,1,plain,9.886,8.561,12.501,11.05,8.23,7.683,1.2645,0.8325
real,bs,512,fp32,8192,2,plain,10.218,8.523,12.397,11.055,8.238,7.715,1.2133,0.8062
real,bs,512,fp32,8192,4,plain,10.288,8.527,12.843,11.048,8.426,7.699,1.2483,0.819
real,bs,512,fp32,8192,8,plain,10.345,8.556,12.648,11.066,8.466,7.718,1.2226,0.8184
real,bs,512,fp32,8192,16,plain,10.203,8.561,12.738,11.086,8.438,7.739,1.2485,0.827
real,bs,512,fp32,8192,32,plain,10.251,8.589,12.827,11.12,8.517,7.777,1.2513,0.8308
real,bs,512,fp32,8192,64,plain,10.515,8.658,13.051,11.178,8.65,7.827,1.2412,0.8226
real,bs,512,fp32,8192,128,plain,11.019,8.714,13.465,11.24,9.237,7.894,1.222,0.8383
real,bs,512,fp32,8192,256,plain,13.923,11.16,17.309,14.597,16.334,14.378,1.2432,1.1732
real,bs,512,fp32,8192,512,plain,24.429,19.961,29.963,26.031,30.002,27.133,1.2265,1.2281
real,bs,512,fp32,8192,1024,plain,37.417,31.535,45.885,41.28,50.886,46.417,1.2263,1.36
real,bs,512,fp32,8192,2048,plain,64.977,58.152,82.765,76.862,98.944,91.099,1.2738,1.5228
real,bs,512,fp32,16384,1,plain,12.16,10.459,15.939,14.2,12.426,11.826,1.3108,1.0219
real,bs,512,fp32,16384,2,plain,11.76,10.435,15.523,14.175,12.539,11.853,1.32,1.0662
real,bs,512,fp32,16384,4,plain,12.005,10.454,15.598,14.176,12.512,11.873,1.2993,1.0422
real,bs,512,fp32,16384,8,plain,11.93,10.481,15.685,14.223,12.595,11.888,1.3148,1.0557
real,bs,512,fp32,16384,16,plain,12.082,10.494,15.883,14.246,12.526,11.911,1.3146,1.0367
real,bs,512,fp32,16384,32,plain,12.184,10.52,16.008,14.281,12.666,11.955,1.3139,1.0396
real,bs,512,fp32,16384,64,plain,12.739,10.579,16.326,14.328,13.125,11.997,1.2816,1.0303
real,bs,512,fp32,16384,128,plain,13.504,10.691,17.123,14.438,13.928,12.076,1.268,1.0314
real,bs,512,fp32,16384,256,plain,20.059,16.579,25.011,21.498,25.307,22.639,1.2469,1.2616
real,bs,512,fp32,16384,512,plain,37.77,27.866,46.84,37.705,47.707,43.607,1.2401,1.2631
real,bs,512,fp32,16384,1024,plain,58.161,45.883,73.733,60.543,83.747,75.025,1.2677,1.4399
real,bs,512,fp32,16384,2048,plain,98.094,91.994,124.172,118.473,161.12,155.694,1.2658,1.6425
real,bs,512,fp32,32768,1,plain,14.634,12.922,17.837,16.143,20.197,19.595,1.2189,1.3801
real,bs,512,fp32,32768,2,plain,14.75,12.894,17.971,16.115,20.445,19.624,1.2184,1.3861
real,bs,512,fp32,32768,4,plain,14.87,12.917,17.785,16.111,20.488,19.658,1.196,1.3778
real,bs,512,fp32,32768,8,plain,14.792,12.942,17.874,16.169,20.581,19.686,1.2084,1.3914
real,bs,512,fp32,32768,16,plain,14.949,12.948,18.166,16.189,20.739,19.725,1.2152,1.3873
real,bs,512,fp32,32768,32,plain,15.309,12.99,18.523,16.214,21.214,19.83,1.2099,1.3857
real,bs,512,fp32,32768,64,plain,15.829,13.107,19.322,16.337,19.861,18.192,1.2207,1.2547
real,bs,512,fp32,32768,128,plain,16.955,13.306,20.197,16.534,20.864,18.303,1.1912,1.2306
real,bs,512,fp32,32768,256,plain,27.837,22.023,32.662,27.021,39.053,35.0,1.1733,1.4029
real,bs,512,fp32,32768,512,plain,55.376,41.297,65.643,51.867,76.691,68.207,1.1854,1.3849
real,bs,512,fp32,32768,1024,plain,84.129,75.941,101.835,94.594,134.277,126.033,1.2105,1.5961
real,bs,512,fp32,32768,2048,plain,138.32,130.271,168.542,160.593,257.319,249.211,1.2185,1.8603
real,bs,512,fp32,65536,1,mc,13.573,11.952,33.541,31.727,20.03,19.378,2.4712,1.4757
real,bs,512,fp32,65536,2,mc,13.819,11.957,33.634,32.025,19.974,19.23,2.4339,1.4454
real,bs,512,fp32,65536,4,mc,13.731,11.986,33.922,32.324,20.17,19.414,2.4705,1.4689
real,bs,512,fp32,65536,8,mc,14.11,12.194,34.075,32.364,20.47,19.516,2.415,1.4507
real,bs,512,fp32,65536,16,mc,14.536,12.532,34.299,32.368,21.118,19.665,2.3596,1.4528
real,bs,512,fp32,65536,32,mc,15.75,13.182,34.95,32.437,24.949,23.019,2.219,1.5841
real,bs,512,fp32,65536,64,mc,16.894,13.364,36.051,32.816,31.982,29.549,2.134,1.8931
real,bs,512,fp32,65536,128,1cta,20.638,15.419,38.598,33.471,60.182,56.854,1.8702,2.9161
real,bs,512,fp32,65536,256,1cta,33.133,22.463,63.264,49.706,116.189,110.978,1.9094,3.5067
real,bs,512,fp32,65536,512,1cta,75.769,63.049,207.585,195.176,202.087,198.833,2.7397,2.6671
real,bs,512,fp32,65536,1024,1cta,116.808,100.686,359.346,353.919,399.269,396.852,3.0764,3.4182
real,bs,512,fp32,65536,2048,1cta,186.235,175.745,624.486,635.223,794.56,792.599,3.3532,4.2664
real,bs,512,fp32,131072,1,mc,14.677,13.235,25.917,23.529,19.736,19.188,1.7658,1.3447
real,bs,512,fp32,131072,2,mc,14.754,13.288,25.909,23.462,20.09,19.268,1.7561,1.3617
real,bs,512,fp32,131072,4,mc,14.998,13.318,26.002,23.501,20.314,19.373,1.7337,1.3544
real,bs,512,fp32,131072,8,mc,15.386,13.542,26.21,23.545,20.907,19.66,1.7035,1.3588
real,bs,512,fp32,131072,16,mc,16.225,13.877,26.374,23.567,24.544,22.703,1.6255,1.5127
real,bs,512,fp32,131072,32,mc,19.43,16.268,27.187,23.664,31.486,29.014,1.3992,1.6205
real,bs,512,fp32,131072,64,mc,22.117,16.628,29.368,24.406,59.328,55.963,1.3278,2.6825
real,bs,512,fp32,131072,128,1cta,31.523,20.35,38.323,25.522,103.649,96.966,1.2157,3.288
real,bs,512,fp32,131072,256,1cta,63.083,51.635,87.539,76.385,201.511,196.956,1.3877,3.1944
real,bs,512,fp32,131072,512,1cta,132.103,109.108,179.492,154.879,363.007,358.33,1.3587,2.7479
real,bs,512,fp32,131072,1024,1cta,200.815,183.059,286.257,266.196,688.008,683.461,1.4255,3.4261
real,bs,512,fp32,131072,2048,1cta,349.186,336.88,519.358,511.403,1367.828,1362.815,1.4873,3.9172
real,bs,512,fp32,262144,1,mc,18.458,16.687,40.045,36.367,19.995,19.186,2.1695,1.0833
real,bs,512,fp32,262144,2,mc,18.755,16.71,39.939,36.406,20.021,19.215,2.1295,1.0675
real,bs,512,fp32,262144,4,mc,18.917,16.786,40.142,36.471,20.589,19.302,2.122,1.0884
real,bs,512,fp32,262144,8,mc,19.539,17.039,40.264,36.531,24.398,22.724,2.0607,1.2487
real,bs,512,fp32,262144,16,mc,20.306,17.39,40.491,36.532,31.433,28.978,1.994,1.548
real,bs,512,fp32,262144,32,mc,27.051,22.314,41.901,36.713,59.245,55.629,1.549,2.1901
real,bs,512,fp32,262144,64,mc,35.121,22.775,51.784,37.975,115.65,109.159,1.4744,3.2929
real,bs,512,fp32,262144,128,1cta,62.334,51.69,84.353,73.089,193.254,186.993,1.3532,3.1003
real,bs,512,fp32,262144,256,1cta,109.916,95.197,154.191,139.733,340.589,333.865,1.4028,3.0986
real,bs,512,fp32,262144,512,1cta,232.612,202.486,314.564,287.36,670.867,664.263,1.3523,2.8841
real,bs,512,fp32,262144,1024,1cta,371.12,350.158,534.474,519.351,1331.011,1324.543,1.4402,3.5865
real,bs,512,fp32,262144,2048,1cta,653.02,638.098,970.207,955.12,2618.117,2612.75,1.4857,4.0092
real,bs,512,fp32,524288,2,mc,24.398,21.871,64.626,58.616,20.049,18.767,2.6488,0.8217
real,bs,512,fp32,524288,4,mc,24.568,21.913,64.137,58.676,24.016,22.155,2.6106,0.9775
