scenario,K,dtype,N,BS,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,op21_legacy_cold_us,op21_legacy_warm_us,op21_hls_cold_us,op21_hls_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,gvr_multicta_cutedsl_cold_us,gvr_multicta_cutedsl_warm_us,sglang_streaming_cold_us,sglang_streaming_warm_us,speedup_vs_base_op21_legacy,speedup_vs_base_op21_hls,speedup_vs_base_radix_cutedsl,speedup_vs_base_gvr_multicta_cutedsl,speedup_vs_base_sglang_streaming,mc_cluster_size
best,1024,bf16,4096,4,9.387,8.484,9.389,8.323,9.25,8.361,5.581,4.963,9.421,8.439,,,0.9998,1.0148,1.682,0.9964,,1
best,1024,bf16,4096,8,9.366,8.472,9.21,8.344,9.442,8.365,5.603,4.968,9.397,8.42,,,1.0169,0.992,1.6716,0.9967,,1
best,1024,bf16,4096,16,9.594,8.489,9.346,8.312,9.354,8.341,5.656,4.958,9.62,8.407,,,1.0265,1.0257,1.6963,0.9973,,1
best,1024,bf16,4096,32,9.675,8.511,9.474,8.355,9.498,8.396,5.786,4.995,9.761,8.478,,,1.0212,1.0186,1.6721,0.9912,,1
best,1024,bf16,4096,64,9.672,8.624,9.568,8.435,9.597,8.479,5.878,5.028,9.64,8.545,,,1.0109,1.0078,1.6455,1.0033,,1
best,1024,bf16,4096,128,9.968,8.765,9.8,8.57,9.853,8.611,6.234,5.238,10.058,8.692,,,1.0171,1.0117,1.599,0.9911,,1
best,1024,bf16,4096,256,11.603,10.394,11.006,9.663,11.021,9.699,10.527,9.021,11.538,10.403,,,1.0542,1.0528,1.1022,1.0056,,1
best,1024,bf16,4096,512,20.194,17.967,19.414,17.229,19.816,17.413,19.419,16.623,20.004,17.96,,,1.0402,1.0191,1.0399,1.0095,,1
best,1024,bf16,4096,1024,30.698,28.357,29.422,26.666,30.624,27.254,32.366,28.134,30.817,28.354,,,1.0434,1.0024,0.9485,0.9961,,1
best,1024,bf16,4096,2048,55.799,52.333,51.895,48.151,53.005,48.915,62.325,54.665,55.929,52.326,,,1.0752,1.0527,0.8953,0.9977,,1
best,1024,bf16,8192,1,13.099,11.931,10.595,9.523,10.645,9.578,7.085,6.313,13.342,11.922,,,1.2363,1.2305,1.8488,0.9818,,1
best,1024,bf16,8192,2,13.032,11.903,10.502,9.494,10.712,9.558,7.117,6.33,13.178,11.95,,,1.2409,1.2166,1.8311,0.9889,,1
best,1024,bf16,8192,4,12.938,11.917,10.57,9.546,10.67,9.563,7.005,6.337,12.886,11.977,,,1.224,1.2126,1.847,1.004,,1
best,1024,bf16,8192,8,13.078,11.909,10.723,9.508,10.634,9.558,7.048,6.331,13.163,11.998,,,1.2196,1.2298,1.8556,0.9935,,1
best,1024,bf16,8192,16,13.01,11.916,10.685,9.53,10.667,9.538,7.077,6.339,13.189,11.992,,,1.2176,1.2196,1.8383,0.9864,,1
best,1024,bf16,8192,32,13.114,11.938,10.766,9.557,10.797,9.592,7.174,6.374,13.236,12.031,,,1.2181,1.2146,1.828,0.9908,,1
best,1024,bf16,8192,64,13.237,12.054,10.923,9.641,10.909,9.676,7.261,6.416,13.414,12.13,,,1.2118,1.2134,1.823,0.9868,,1
best,1024,bf16,8192,128,13.669,12.219,11.256,9.793,11.237,9.828,7.552,6.511,13.829,12.27,,,1.2144,1.2164,1.81,0.9884,,1
best,1024,bf16,8192,256,17.269,15.729,13.605,11.952,13.738,11.992,13.219,11.656,17.273,15.718,,,1.2693,1.257,1.3064,0.9998,,1
best,1024,bf16,8192,512,29.382,27.317,23.901,21.378,24.179,21.66,24.491,21.895,29.476,27.308,,,1.2293,1.2152,1.1997,0.9968,,1
best,1024,bf16,8192,1024,46.366,43.844,36.218,33.304,37.93,34.049,41.298,37.303,46.489,43.867,,,1.2802,1.2224,1.1227,0.9974,,1
best,1024,bf16,8192,2048,86.344,82.802,64.397,60.458,65.925,61.54,80.427,73.271,86.257,82.773,,,1.3408,1.3097,1.0736,1.001,,1
best,1024,bf16,16384,1,12.144,10.728,12.221,10.865,12.309,10.922,9.629,9.14,11.518,10.362,,,0.9937,0.9866,1.2612,1.0543,,1
best,1024,bf16,16384,2,12.365,10.743,12.264,10.857,12.386,10.924,9.943,9.166,12.139,10.386,,,1.0082,0.9983,1.2436,1.0186,,1
best,1024,bf16,16384,4,12.41,10.723,12.266,10.878,12.402,10.913,9.84,9.17,11.888,10.341,,,1.0117,1.0006,1.2612,1.0439,,1
best,1024,bf16,16384,8,12.342,10.723,12.36,10.865,12.389,10.89,9.874,9.167,11.711,10.361,,,0.9985,0.9962,1.2499,1.0539,,1
best,1024,bf16,16384,16,12.426,10.729,12.354,10.855,12.474,10.899,9.894,9.184,11.731,10.368,,,1.0058,0.9962,1.2559,1.0592,,1
best,1024,bf16,16384,32,12.464,10.799,12.49,10.91,12.52,10.93,10.01,9.219,11.813,10.388,,,0.9979,0.9955,1.2452,1.0551,,1
best,1024,bf16,16384,64,12.699,10.883,12.677,11.014,12.749,11.057,10.131,9.283,12.11,10.478,,,1.0017,0.9961,1.2535,1.0486,,1
best,1024,bf16,16384,128,13.202,11.014,13.224,11.193,13.328,11.271,10.658,9.412,12.596,10.654,,,0.9983,0.9905,1.2387,1.0481,,1
best,1024,bf16,16384,256,17.182,14.803,17.971,15.575,18.022,15.555,19.131,17.35,17.235,15.044,,,0.9561,0.9534,0.8981,0.9969,,1
best,1024,bf16,16384,512,30.392,27.068,31.48,27.794,31.544,27.716,35.831,33.228,29.694,26.899,,,0.9654,0.9635,0.8482,1.0235,,1
best,1024,bf16,16384,1024,47.84,43.937,48.368,43.673,48.445,43.742,60.946,57.079,46.966,43.697,,,0.9891,0.9875,0.785,1.0186,,1
best,1024,bf16,16384,2048,88.402,83.651,86.156,81.591,85.794,80.803,119.248,112.158,87.102,83.365,,,1.0261,1.0304,0.7413,1.0149,,1
best,1024,bf16,32768,1,13.976,12.596,14.581,12.546,14.342,12.563,15.075,13.999,14.38,12.801,,,0.9585,0.9745,0.9271,0.9719,,1
best,1024,bf16,32768,2,13.926,12.602,14.467,12.555,14.378,12.576,15.155,14.049,14.164,12.819,,,0.9626,0.9686,0.9189,0.9832,,1
best,1024,bf16,32768,4,13.936,12.582,14.47,12.577,14.366,12.531,14.991,14.081,14.175,12.736,,,0.9631,0.9701,0.9296,0.9831,,1
best,1024,bf16,32768,8,14.014,12.575,14.515,12.543,14.422,12.561,15.586,14.469,14.409,12.784,,,0.9655,0.9717,0.8991,0.9726,,1
best,1024,bf16,32768,16,14.058,12.579,14.47,12.558,14.384,12.531,15.765,14.564,14.382,12.749,,,0.9715,0.9773,0.8917,0.9775,,1
best,1024,bf16,32768,32,14.314,12.645,14.639,12.602,14.608,12.598,15.99,14.753,14.659,12.846,,,0.9778,0.9799,0.8952,0.9765,,1
best,1024,bf16,32768,64,14.779,12.778,15.122,12.71,15.16,12.724,15.803,14.709,15.012,12.961,,,0.9773,0.9749,0.9352,0.9845,,1
best,1024,bf16,32768,128,15.555,13.021,15.906,12.931,15.738,12.944,16.624,14.87,15.904,13.198,,,0.9779,0.9884,0.9357,0.9781,,1
best,1024,bf16,32768,256,21.528,18.167,23.795,19.613,23.72,19.56,30.131,27.946,21.835,18.398,,,0.9047,0.9076,0.7145,0.9859,,1
best,1024,bf16,32768,512,36.421,31.471,40.442,34.53,40.319,34.416,57.773,54.037,36.841,31.816,,,0.9006,0.9033,0.6304,0.9886,,1
best,1024,bf16,32768,1024,57.52,51.15,64.723,54.614,64.562,54.76,100.362,93.218,58.436,51.585,,,0.8887,0.8909,0.5731,0.9843,,1
best,1024,bf16,32768,2048,103.394,100.896,115.413,111.987,115.136,111.649,196.831,192.419,105.048,102.454,,,0.8959,0.898,0.5253,0.9843,,1
best,1024,bf16,65536,1,26.795,25.496,13.485,11.934,13.48,12.01,14.926,13.892,23.071,21.416,,,1.987,1.9878,1.7952,1.1614,,4
best,1024,bf16,65536,2,26.65,25.452,13.459,12.092,13.637,12.116,14.904,13.9,22.923,21.456,,,1.9801,1.9542,1.7881,1.1626,,4
best,1024,bf16,65536,4,26.752,25.466,13.602,12.069,13.472,12.029,15.11,14.18,23.213,21.5,,,1.9668,1.9857,1.7705,1.1525,,4
best,1024,bf16,65536,8,26.813,25.451,13.638,12.245,13.67,12.252,15.398,14.411,23.406,21.582,,,1.9661,1.9614,1.7413,1.1456,,4
best,1024,bf16,65536,16,26.863,25.474,13.722,12.297,13.797,12.293,15.776,14.619,23.453,21.673,,,1.9577,1.947,1.7028,1.1454,,4
best,1024,bf16,65536,32,27.205,25.523,14.379,12.637,14.52,12.622,18.477,17.074,25.236,23.712,,,1.892,1.8736,1.4724,1.078,,2
