scenario,K,dtype,N,BS,hr,layer,gvr_ms_auto_cold_us,gvr_ms_auto_warm_us,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,gvr_multicta_cutedsl_cold_us,gvr_multicta_cutedsl_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,sglang_streaming_cold_us,sglang_streaming_warm_us,op21_cold_speedup_vs_gvr_cutedsl,op21_cold_speedup_vs_gvr_multicta_cutedsl,op21_cold_speedup_vs_radix_cutedsl,op21_cold_speedup_vs_sglang_streaming
real,512,fp32,131072,1,0.8457,32,38.528,34.753,25.371,22.873,17.92,16.262,19.75,18.92,43.263,42.526,0.659,0.465,0.513,1.123
real,512,fp32,131072,2,0.8457,32,38.128,34.661,25.256,22.822,17.907,16.305,19.664,18.895,43.13,42.562,0.662,0.47,0.516,1.131
real,512,fp32,131072,4,0.8457,32,38.421,35.014,25.552,22.829,18.354,16.709,20.315,19.263,43.128,42.597,0.665,0.478,0.529,1.123
real,512,fp32,131072,8,0.8457,32,38.155,35.182,25.608,22.92,18.683,16.78,20.717,19.401,43.28,42.692,0.671,0.49,0.543,1.134
real,512,fp32,131072,16,0.8457,32,38.162,35.277,26.203,23.26,19.504,16.86,24.354,22.542,43.539,43.062,0.687,0.511,0.638,1.141
real,512,fp32,131072,32,0.8457,32,39.051,36.041,26.973,23.399,23.13,19.555,31.467,28.96,43.888,43.247,0.691,0.592,0.806,1.124
real,512,fp32,131072,64,0.8457,32,41.879,39.272,29.296,23.702,26.695,21.084,59.343,55.875,44.554,43.369,0.7,0.637,1.417,1.064
real,512,fp32,131072,128,0.8457,32,46.631,42.762,38.259,25.679,38.163,25.679,103.8,96.972,47.744,43.873,0.82,0.818,2.226,1.024
real,512,fp32,131072,256,0.8457,32,132.777,121.95,87.959,76.688,83.533,72.145,202.455,197.791,75.712,72.403,0.662,0.629,1.525,0.57
real,512,fp32,131072,512,0.8457,32,267.86,243.159,178.02,155.014,150.845,139.093,364.398,359.643,139.471,136.315,0.665,0.563,1.36,0.521
real,512,fp32,131072,1024,0.8457,32,433.838,419.511,287.484,270.65,276.086,266.407,691.047,685.914,234.665,231.263,0.663,0.636,1.593,0.541
real,512,fp32,131072,2048,0.8457,32,844.726,827.535,520.818,510.05,516.251,513.635,1377.151,1373.422,452.072,448.803,0.617,0.611,1.63,0.535
real,512,fp32,262144,1,0.4727,20,18.267,16.645,39.307,35.67,22.387,20.305,19.71,19.006,77.931,77.77,2.152,1.226,1.079,4.266
real,512,fp32,262144,2,0.4727,20,18.256,16.766,39.299,35.698,22.323,20.35,19.869,19.067,77.882,77.883,2.153,1.223,1.088,4.266
real,512,fp32,262144,4,0.4727,20,18.798,17.206,39.543,35.692,22.802,20.723,20.846,19.49,77.791,77.931,2.104,1.213,1.109,4.138
real,512,fp32,262144,8,0.4727,20,19.13,17.359,39.755,35.814,23.32,20.827,24.211,22.437,77.909,78.019,2.078,1.219,1.266,4.073
real,512,fp32,262144,16,0.4727,20,19.582,17.416,40.499,36.151,24.611,20.969,31.211,28.806,78.195,78.403,2.068,1.257,1.594,3.993
real,512,fp32,262144,32,0.4727,20,21.357,18.011,42.109,36.321,32.256,26.554,58.775,55.51,78.693,78.603,1.972,1.51,2.752,3.685
real,512,fp32,262144,64,0.4727,20,35.466,32.277,51.565,36.78,40.888,29.274,114.32,108.123,80.1,78.79,1.454,1.153,3.223,2.259
real,512,fp32,262144,128,0.4727,20,39.147,35.052,84.253,73.152,84.162,73.122,193.217,187.05,84.683,80.028,2.152,2.15,4.936,2.163
real,512,fp32,262144,256,0.4727,20,118.813,106.5,154.212,139.759,154.687,133.172,341.115,334.754,135.672,131.801,1.298,1.302,2.871,1.142
real,512,fp32,262144,512,0.4727,20,233.932,214.582,315.54,294.149,277.231,261.056,672.46,666.477,254.031,248.879,1.349,1.185,2.875,1.086
real,512,fp32,262144,1024,0.4727,20,387.988,370.731,535.29,520.189,530.266,516.752,1338.22,1331.631,430.104,424.481,1.38,1.367,3.449,1.109
real,512,fp32,262144,2048,0.4727,20,683.028,661.116,973.948,954.329,989.123,971.372,2636.331,2630.447,847.194,829.428,1.426,1.448,3.86,1.24
real,512,fp32,524288,2,0.7305,6,24.074,22.294,63.333,57.725,26.805,24.046,20.667,19.004,148.083,149.342,2.631,1.113,0.859,6.151
real,512,fp32,524288,4,0.7305,6,24.67,22.784,63.664,57.782,27.238,24.389,23.661,21.889,147.954,149.416,2.581,1.104,0.959,5.997
real,512,fp32,524288,8,0.7305,6,24.973,22.972,63.971,57.809,28.029,24.589,30.112,27.72,148.083,149.463,2.562,1.122,1.206,5.93
real,512,fp32,524288,16,0.7305,6,25.654,23.104,65.091,58.088,30.405,24.773,57.646,53.887,148.538,149.774,2.537,1.185,2.247,5.79
real,512,fp32,524288,32,0.7305,6,29.102,23.881,73.918,58.354,48.314,35.809,112.611,105.072,149.147,150.117,2.54,1.66,3.869,5.125
real,512,fp32,524288,64,0.7305,6,59.067,57.497,109.814,98.629,83.486,72.674,196.168,188.218,150.648,149.246,1.859,1.413,3.321,2.55
real,512,fp32,1048576,2,0.7852,38,174.042,171.575,118.347,109.046,43.146,39.438,24.216,22.449,287.786,291.089,0.68,0.248,0.139,1.654
real,512,fp32,1048576,4,0.7852,38,174.064,171.795,118.427,109.061,43.973,39.813,31.005,28.461,287.882,291.164,0.68,0.253,0.178,1.654
real,512,fp32,1048576,8,0.7852,38,174.467,172.293,118.971,109.118,45.426,40.078,58.526,54.95,287.935,291.255,0.682,0.26,0.335,1.65
real,512,fp32,1048576,16,0.7852,38,176.824,172.323,136.184,119.489,52.659,40.347,114.28,107.635,288.576,291.438,0.77,0.298,0.646,1.632
real,512,fp32,1048576,32,0.7852,38,258.869,252.168,181.829,172.583,106.411,95.457,224.222,218.47,289.406,289.108,0.702,0.411,0.866,1.118
real,512,fp32,1048576,64,0.7852,38,314.01,313.106,203.607,189.387,153.709,134.876,439.925,434.19,290.413,289.952,0.648,0.49,1.401,0.925
real,1024,bf16,4096,1,0.6348,26,9.586,8.315,9.632,8.453,9.482,8.376,5.379,4.508,,,1.005,0.989,0.561,
real,1024,bf16,4096,2,0.6348,26,9.512,8.327,9.715,8.458,9.598,8.402,5.386,4.53,,,1.021,1.009,0.566,
real,1024,bf16,4096,4,0.6348,26,9.546,8.332,9.614,8.458,9.634,8.411,5.47,4.559,,,1.007,1.009,0.573,
real,1024,bf16,4096,8,0.6348,26,9.607,8.344,9.717,8.475,9.656,8.421,5.522,4.581,,,1.011,1.005,0.575,
real,1024,bf16,4096,16,0.6348,26,9.784,8.721,9.829,8.874,9.866,8.819,5.746,4.977,,,1.005,1.008,0.587,
real,1024,bf16,4096,32,0.6348,26,9.891,8.777,9.968,8.933,9.914,8.921,5.762,5.024,,,1.008,1.002,0.582,
real,1024,bf16,4096,64,0.6348,26,9.997,8.867,10.069,9.048,10.045,8.978,5.89,5.061,,,1.007,1.005,0.589,
real,1024,bf16,4096,128,0.6348,26,10.223,9.03,10.358,9.224,10.261,9.143,6.206,5.282,,,1.013,1.004,0.607,
real,1024,bf16,4096,256,0.6348,26,11.586,10.296,12.15,11.014,12.179,11.005,10.563,9.092,,,1.049,1.051,0.912,
real,1024,bf16,4096,512,0.6348,26,21.061,18.205,21.304,18.991,21.238,18.979,19.309,16.719,,,1.012,1.008,0.917,
real,1024,bf16,4096,1024,0.6348,26,31.038,28.257,32.194,29.983,32.243,29.984,32.679,28.257,,,1.037,1.039,1.053,
real,1024,bf16,4096,2048,0.6348,26,54.499,50.807,58.471,55.427,58.522,55.468,62.226,54.727,,,1.073,1.074,1.142,
real,1024,bf16,8192,1,0.6699,46,10.358,9.147,12.691,11.505,12.718,11.532,6.55,5.918,,,1.225,1.228,0.632,
real,1024,bf16,8192,2,0.6699,46,10.245,9.14,12.525,11.489,12.582,11.535,6.571,5.939,,,1.223,1.228,0.641,
real,1024,bf16,8192,4,0.6699,46,10.285,9.146,12.472,11.481,12.589,11.534,6.6,5.961,,,1.213,1.224,0.642,
real,1024,bf16,8192,8,0.6699,46,10.251,9.16,12.579,11.519,12.623,11.562,6.621,5.979,,,1.227,1.231,0.646,
real,1024,bf16,8192,16,0.6699,46,10.757,9.546,12.97,11.894,13.066,11.951,7.067,6.38,,,1.206,1.215,0.657,
real,1024,bf16,8192,32,0.6699,46,10.826,9.605,13.168,11.971,13.131,12.037,7.203,6.424,,,1.216,1.213,0.665,
real,1024,bf16,8192,64,0.6699,46,10.97,9.67,13.266,12.073,13.255,12.122,7.347,6.456,,,1.209,1.208,0.67,
real,1024,bf16,8192,128,0.6699,46,11.259,9.843,13.648,12.269,13.594,12.318,7.611,6.574,,,1.212,1.207,0.676,
real,1024,bf16,8192,256,0.6699,46,13.771,12.057,17.216,15.741,17.248,15.733,13.24,11.695,,,1.25,1.252,0.961,
real,1024,bf16,8192,512,0.6699,46,24.334,21.61,29.437,27.347,29.485,27.359,24.299,21.852,,,1.21,1.212,0.999,
real,1024,bf16,8192,1024,0.6699,46,37.511,33.781,46.278,43.899,46.322,43.904,41.006,37.215,,,1.234,1.235,1.093,
real,1024,bf16,8192,2048,0.6699,46,64.925,61.186,86.642,82.878,86.503,82.91,79.775,72.588,,,1.334,1.332,1.229,
real,1024,bf16,16384,1,0.708,52,11.787,10.469,12.458,11.182,11.992,10.851,9.568,9.037,,,1.057,1.017,0.812,
real,1024,bf16,16384,2,0.708,52,11.851,10.451,12.504,11.146,12.062,10.837,9.59,9.057,,,1.055,1.018,0.809,
real,1024,bf16,16384,4,0.708,52,11.771,10.462,12.517,11.142,11.96,10.838,9.638,9.061,,,1.063,1.016,0.819,
real,1024,bf16,16384,8,0.708,52,11.866,10.486,12.557,11.176,12.042,10.86,9.669,9.084,,,1.058,1.015,0.815,
real,1024,bf16,16384,16,0.708,52,12.293,10.862,12.911,11.574,12.461,11.259,10.157,9.492,,,1.05,1.014,0.826,
real,1024,bf16,16384,32,0.708,52,12.45,10.93,13.101,11.679,12.699,11.354,10.237,9.532,,,1.052,1.02,0.822,
real,1024,bf16,16384,64,0.708,52,12.667,11.022,13.405,11.755,12.883,11.461,10.41,9.589,,,1.058,1.017,0.822,
real,1024,bf16,16384,128,0.708,52,13.256,11.241,14.026,11.983,13.486,11.697,10.96,9.736,,,1.058,1.017,0.827,
real,1024,bf16,16384,256,0.708,52,18.205,15.587,17.734,15.367,17.458,15.227,19.613,17.866,,,0.974,0.959,1.077,
real,1024,bf16,16384,512,0.708,52,31.255,27.606,30.21,27.096,29.397,26.492,36.586,34.053,,,0.967,0.941,1.171,
real,1024,bf16,16384,1024,0.708,52,48.144,43.328,47.181,43.194,45.764,42.552,62.397,58.35,,,0.98,0.951,1.296,
real,1024,bf16,16384,2048,0.708,52,85.351,80.19,85.816,80.714,84.616,80.284,121.746,114.488,,,1.005,0.991,1.426,
real,1024,bf16,32768,1,0.8311,40,30.05,19.818,14.898,13.327,15.461,13.722,14.4,13.642,,,0.496,0.515,0.479,
real,1024,bf16,32768,2,0.8311,40,28.931,19.762,14.733,13.331,15.162,13.697,15.211,14.218,,,0.509,0.524,0.526,
real,1024,bf16,32768,4,0.8311,40,29.187,19.869,14.91,13.338,15.266,13.713,15.479,14.431,,,0.511,0.523,0.53,
real,1024,bf16,32768,8,0.8311,40,28.88,19.863,14.931,13.365,15.418,13.755,15.566,14.506,,,0.517,0.534,0.539,
real,1024,bf16,32768,16,0.8311,40,27.411,20.177,15.339,13.733,15.779,14.129,15.739,14.586,,,0.56,0.576,0.574,
real,1024,bf16,32768,32,0.8311,40,27.224,20.136,15.539,13.817,16.022,14.206,16.12,14.882,,,0.571,0.589,0.592,
real,1024,bf16,32768,64,0.8311,40,27.685,20.102,16.018,13.941,16.486,14.342,15.749,14.658,,,0.579,0.596,0.569,
real,1024,bf16,32768,128,0.8311,40,27.944,20.207,16.883,14.222,17.411,14.612,16.592,14.877,,,0.604,0.623,0.594,
real,1024,bf16,32768,256,0.8311,40,31.293,27.246,23.24,19.964,23.805,20.442,30.187,28.047,,,0.743,0.761,0.965,
real,1024,bf16,32768,512,0.8311,40,54.823,48.09,39.651,34.616,40.446,35.246,57.917,54.24,,,0.723,0.738,1.056,
real,1024,bf16,32768,1024,0.8311,40,87.642,78.779,62.715,56.814,63.92,57.733,101.052,93.658,,,0.716,0.729,1.153,
real,1024,bf16,32768,2048,0.8311,40,160.258,156.29,114.22,111.982,116.354,113.986,198.089,193.488,,,0.713,0.726,1.236,
real,1024,bf16,65536,1,0.4463,34,13.155,11.902,23.547,22.367,20.522,18.944,14.27,13.439,,,1.79,1.56,1.085,
real,1024,bf16,65536,2,0.4463,34,13.253,11.898,23.578,22.358,20.792,19.091,14.792,13.908,,,1.779,1.569,1.116,
real,1024,bf16,65536,4,0.4463,34,13.624,12.259,23.618,22.353,21.194,19.45,14.688,13.905,,,1.734,1.556,1.078,
real,1024,bf16,65536,8,0.4463,34,13.861,12.31,23.782,22.395,21.33,19.535,15.19,14.268,,,1.716,1.539,1.096,
real,1024,bf16,65536,16,0.4463,34,13.934,12.356,24.17,22.755,21.402,19.577,15.845,14.602,,,1.735,1.536,1.137,
real,1024,bf16,65536,32,0.4463,34,14.36,12.704,24.496,22.843,22.759,21.157,18.466,17.182,,,1.706,1.585,1.286,
real,1024,bf16,65536,64,0.4463,34,17.112,14.406,25.115,23.009,23.715,21.749,23.843,22.138,,,1.468,1.386,1.393,
real,1024,bf16,65536,128,0.4463,34,18.285,14.7,26.461,23.365,26.962,23.701,25.592,23.549,,,1.447,1.475,1.4,
real,1024,bf16,65536,256,0.4463,34,33.306,27.938,42.963,37.915,45.984,40.764,48.394,45.193,,,1.29,1.381,1.453,
real,1024,bf16,65536,512,0.4463,34,58.103,48.112,76.13,66.953,81.472,71.944,95.439,88.276,,,1.31,1.402,1.643,
real,1024,bf16,65536,1024,0.4463,34,92.503,86.849,122.157,116.717,130.082,124.814,166.553,160.085,,,1.321,1.406,1.801,
real,1024,bf16,65536,2048,0.4463,34,163.855,158.493,225.954,220.92,241.094,236.202,323.72,316.916,,,1.379,1.471,1.976,
real,1024,bf16,131072,1,0.7725,46,46.174,35.5,24.882,23.385,17.552,16.309,14.442,13.692,,,0.539,0.38,0.313,
real,1024,bf16,131072,2,0.7725,46,45.448,35.486,24.787,23.378,17.661,16.385,14.563,13.73,,,0.545,0.389,0.32,
real,1024,bf16,131072,4,0.7725,46,43.648,35.804,24.845,23.374,18.082,16.778,14.941,13.887,,,0.569,0.414,0.342,
real,1024,bf16,131072,8,0.7725,46,44.358,36.533,25.026,23.396,18.429,16.826,15.258,14.078,,,0.564,0.415,0.344,
real,1024,bf16,131072,16,0.7725,46,44.261,36.415,25.488,23.772,18.571,16.873,18.216,16.835,,,0.576,0.42,0.412,
real,1024,bf16,131072,32,0.7725,46,44.691,36.547,26.019,23.871,22.429,20.133,23.186,21.438,,,0.582,0.502,0.519,
real,1024,bf16,131072,64,0.7725,46,42.083,36.063,26.906,24.069,23.48,20.643,32.818,30.625,,,0.639,0.558,0.78,
real,1024,bf16,131072,128,0.7725,46,42.618,36.808,29.05,24.496,29.848,24.841,62.511,59.178,,,0.682,0.7,1.467,
real,1024,bf16,131072,256,0.7725,46,74.285,67.399,51.157,41.175,53.387,43.17,120.988,115.33,,,0.689,0.719,1.629,
real,1024,bf16,131072,512,0.7725,46,133.085,126.015,103.85,86.953,110.333,105.101,210.076,207.619,,,0.78,0.829,1.579,
real,1024,bf16,131072,1024,0.7725,46,219.231,215.546,154.988,141.552,175.466,154.13,416.494,414.667,,,0.707,0.8,1.9,
real,1024,bf16,131072,2048,0.7725,46,415.067,411.24,268.897,254.798,295.526,278.852,822.677,820.712,,,0.648,0.712,1.982,
real,1024,bf16,262144,1,0.7539,10,12.046,10.237,35.984,34.36,19.469,18.028,14.392,13.522,,,2.987,1.616,1.195,
real,1024,bf16,262144,2,0.7539,10,12.322,10.463,36.019,34.281,19.69,18.125,14.654,13.715,,,2.923,1.598,1.189,
real,1024,bf16,262144,4,0.7539,10,12.677,10.639,36.045,34.284,20.191,18.53,15.035,13.816,,,2.843,1.593,1.186,
real,1024,bf16,262144,8,0.7539,10,13.221,10.913,36.195,34.37,20.626,18.559,17.744,16.437,,,2.738,1.56,1.342,
real,1024,bf16,262144,16,0.7539,10,14.994,12.117,36.869,34.728,20.923,18.659,22.923,21.209,,,2.459,1.395,1.529,
real,1024,bf16,262144,32,0.7539,10,15.834,12.357,37.608,34.838,28.101,25.072,32.405,30.139,,,2.375,1.775,2.047,
real,1024,bf16,262144,64,0.7539,10,26.466,18.949,38.965,35.056,29.869,25.631,61.301,58.085,,,1.472,1.129,2.316,
real,1024,bf16,262144,128,0.7539,10,30.381,19.356,44.698,35.61,46.695,36.391,111.229,103.685,,,1.471,1.537,3.661,
real,1024,bf16,262144,256,0.7539,10,90.599,87.187,94.536,81.33,106.557,94.565,218.228,214.507,,,1.043,1.176,2.409,
real,1024,bf16,262144,512,0.7539,10,154.815,149.924,189.932,155.827,205.727,173.27,394.739,391.089,,,1.227,1.329,2.55,
real,1024,bf16,262144,1024,0.7539,10,257.763,253.364,302.684,274.756,323.214,296.38,749.798,746.671,,,1.174,1.254,2.909,
real,1024,bf16,262144,2048,0.7539,10,478.365,473.809,535.57,516.533,583.284,564.817,1495.79,1492.516,,,1.12,1.219,3.127,
real,1024,bf16,524288,2,0.7373,48,16.715,13.822,62.704,60.374,28.045,25.661,15.043,13.821,,,3.751,1.678,0.9,
real,1024,bf16,524288,4,0.7373,48,16.883,14.197,62.925,60.41,28.352,26.035,17.584,16.27,,,3.727,1.679,1.042,
real,1024,bf16,524288,8,0.7373,48,17.382,14.297,63.069,60.433,28.821,26.188,22.576,20.946,,,3.628,1.658,1.299,
real,1024,bf16,524288,16,0.7373,48,30.73,24.856,63.672,60.716,29.275,26.285,32.435,30.237,,,2.072,0.953,1.056,
real,1024,bf16,524288,32,0.7373,48,22.227,16.965,64.542,60.914,43.917,39.43,61.389,57.973,,,2.904,1.976,2.762,
real,1024,bf16,524288,64,0.7373,48,44.166,31.016,68.19,61.131,49.453,40.142,119.349,113.473,,,1.544,1.12,2.702,
real,1024,bf16,1048576,2,0.6035,24,19.762,16.09,115.547,112.434,43.941,40.757,17.293,16.045,,,5.847,2.224,0.875,
real,1024,bf16,1048576,4,0.6035,24,20.461,16.588,115.851,112.47,44.366,41.104,22.405,20.695,,,5.662,2.168,1.095,
real,1024,bf16,1048576,8,0.6035,24,21.002,16.737,116.032,112.479,44.875,41.304,31.87,29.841,,,5.525,2.137,1.518,
real,1024,bf16,1048576,16,0.6035,24,38.312,29.821,116.84,112.754,45.765,41.448,60.867,57.624,,,3.05,1.195,1.589,
real,1024,bf16,1048576,32,0.6035,24,57.317,43.492,118.883,112.987,76.366,67.645,119.638,112.5,,,2.074,1.332,2.087,
real,1024,bf16,1048576,64,0.6035,24,75.571,68.052,136.726,128.911,103.949,93.036,235.365,228.381,,,1.809,1.376,3.114,
real,1024,fp16,4096,1,0.6348,26,10.862,9.457,9.739,8.572,9.746,8.594,5.312,4.461,,,0.897,0.897,0.489,
real,1024,fp16,4096,2,0.6348,26,10.624,9.45,9.858,8.581,9.744,8.616,5.363,4.493,,,0.928,0.917,0.505,
real,1024,fp16,4096,4,0.6348,26,10.619,9.443,9.798,8.575,9.776,8.613,5.406,4.514,,,0.923,0.921,0.509,
real,1024,fp16,4096,8,0.6348,26,10.632,9.466,9.845,8.591,9.781,8.629,5.451,4.533,,,0.926,0.92,0.513,
real,1024,fp16,4096,16,0.6348,26,10.832,9.829,10.046,8.977,9.971,9.009,5.694,4.934,,,0.927,0.921,0.526,
real,1024,fp16,4096,32,0.6348,26,10.938,9.883,10.159,9.05,10.094,9.103,5.73,4.981,,,0.929,0.923,0.524,
real,1024,fp16,4096,64,0.6348,26,11.104,10.127,10.174,9.179,10.245,9.207,5.802,5.014,,,0.916,0.923,0.522,
real,1024,fp16,4096,128,0.6348,26,11.432,10.377,10.552,9.388,10.563,9.402,6.134,5.242,,,0.923,0.924,0.537,
real,1024,fp16,4096,256,0.6348,26,11.95,10.603,12.731,11.477,12.842,11.486,10.526,9.042,,,1.065,1.075,0.881,
real,1024,fp16,4096,512,0.6348,26,22.099,19.022,22.514,20.349,22.53,20.328,19.2,16.651,,,1.019,1.019,0.869,
real,1024,fp16,4096,1024,0.6348,26,32.695,29.638,34.645,32.369,34.709,32.382,32.526,28.151,,,1.06,1.062,0.995,
real,1024,fp16,4096,2048,0.6348,26,57.319,53.757,63.399,59.816,63.386,59.832,62.061,54.573,,,1.106,1.106,1.083,
real,1024,fp16,8192,1,0.6699,46,11.565,10.415,15.104,13.911,15.138,13.974,6.424,5.772,,,1.306,1.309,0.555,
real,1024,fp16,8192,2,0.6699,46,11.406,10.403,14.941,13.889,14.96,13.936,6.402,5.798,,,1.31,1.312,0.561,
real,1024,fp16,8192,4,0.6699,46,11.442,10.422,14.954,13.887,14.976,13.942,6.429,5.82,,,1.307,1.309,0.562,
real,1024,fp16,8192,8,0.6699,46,11.459,10.432,14.941,13.914,15.018,13.963,6.478,5.83,,,1.304,1.311,0.565,
real,1024,fp16,8192,16,0.6699,46,11.867,10.796,15.352,14.288,15.387,14.331,6.954,6.227,,,1.294,1.297,0.586,
real,1024,fp16,8192,32,0.6699,46,11.992,10.854,15.493,14.374,15.562,14.412,7.042,6.277,,,1.292,1.298,0.587,
real,1024,fp16,8192,64,0.6699,46,12.184,11.068,15.73,14.503,15.752,14.547,7.202,6.316,,,1.291,1.293,0.591,
real,1024,fp16,8192,128,0.6699,46,12.664,11.328,16.104,14.756,16.106,14.813,7.48,6.429,,,1.272,1.272,0.591,
real,1024,fp16,8192,256,0.6699,46,14.262,12.573,20.952,19.347,21.069,19.35,13.077,11.487,,,1.469,1.477,0.917,
real,1024,fp16,8192,512,0.6699,46,25.669,22.852,36.64,34.875,36.669,34.864,23.958,21.541,,,1.427,1.429,0.933,
real,1024,fp16,8192,1024,0.6699,46,39.903,35.853,58.336,55.876,58.442,55.922,40.573,36.725,,,1.462,1.465,1.017,
real,1024,fp16,8192,2048,0.6699,46,68.994,64.953,108.488,105.3,108.437,105.276,78.885,71.666,,,1.572,1.572,1.143,
real,1024,fp16,16384,1,0.708,52,12.352,10.908,13.629,12.328,13.095,11.893,9.264,8.723,,,1.103,1.06,0.75,
real,1024,fp16,16384,2,0.708,52,12.416,10.924,13.587,12.315,13.184,11.908,9.301,8.755,,,1.094,1.062,0.749,
real,1024,fp16,16384,4,0.708,52,12.309,10.931,13.68,12.304,13.05,11.914,9.376,8.757,,,1.111,1.06,0.762,
real,1024,fp16,16384,8,0.708,52,12.347,10.956,13.805,12.337,13.157,11.943,9.331,8.772,,,1.118,1.066,0.756,
real,1024,fp16,16384,16,0.708,52,12.81,11.336,14.106,12.709,13.552,12.335,9.883,9.194,,,1.101,1.058,0.772,
real,1024,fp16,16384,32,0.708,52,12.971,11.382,14.27,12.831,13.752,12.414,9.968,9.233,,,1.1,1.06,0.768,
real,1024,fp16,16384,64,0.708,52,13.218,11.495,14.586,12.942,14.002,12.572,10.096,9.299,,,1.104,1.059,0.764,
real,1024,fp16,16384,128,0.708,52,13.79,11.686,15.152,13.207,14.694,12.824,10.661,9.426,,,1.099,1.066,0.773,
real,1024,fp16,16384,256,0.708,52,18.379,15.868,19.613,17.158,19.639,17.326,19.159,17.411,,,1.067,1.069,1.042,
real,1024,fp16,16384,512,0.708,52,32.106,28.411,34.263,30.928,33.6,30.56,35.755,33.297,,,1.067,1.047,1.114,
real,1024,fp16,16384,1024,0.708,52,49.303,44.464,53.523,49.235,52.744,48.592,60.917,57.091,,,1.086,1.07,1.236,
real,1024,fp16,16384,2048,0.708,52,87.506,82.929,97.351,92.293,96.493,92.08,119.424,112.141,,,1.113,1.103,1.365,
real,1024,fp16,32768,1,0.8311,40,36.133,22.463,17.061,15.513,17.525,15.775,14.194,13.298,,,0.472,0.485,0.393,
real,1024,fp16,32768,2,0.8311,40,34.448,22.286,17.061,15.51,17.274,15.778,14.685,13.735,,,0.495,0.501,0.426,
real,1024,fp16,32768,4,0.8311,40,34.85,22.453,16.901,15.507,17.525,15.784,14.92,13.971,,,0.485,0.503,0.428,
real,1024,fp16,32768,8,0.8311,40,34.165,22.388,17.326,15.548,17.547,15.815,15.133,14.045,,,0.507,0.514,0.443,
real,1024,fp16,32768,16,0.8311,40,32.522,22.787,17.528,15.902,17.85,16.168,15.214,14.135,,,0.539,0.549,0.468,
real,1024,fp16,32768,32,0.8311,40,32.467,22.789,17.864,15.971,18.205,16.288,15.685,14.502,,,0.55,0.561,0.483,
real,1024,fp16,32768,64,0.8311,40,32.725,22.799,18.237,16.132,18.709,16.417,14.672,13.608,,,0.557,0.572,0.448,
real,1024,fp16,32768,128,0.8311,40,33.152,22.877,19.202,16.462,19.65,16.725,15.528,13.839,,,0.579,0.593,0.468,
real,1024,fp16,32768,256,0.8311,40,34.81,30.604,27.194,23.461,27.576,23.978,28.176,26.005,,,0.781,0.792,0.809,
real,1024,fp16,32768,512,0.8311,40,62.034,54.438,46.743,41.502,47.706,42.119,53.947,50.165,,,0.754,0.769,0.87,
real,1024,fp16,32768,1024,0.8311,40,98.69,88.782,73.819,67.27,75.125,68.608,94.095,86.562,,,0.748,0.761,0.953,
real,1024,fp16,32768,2048,0.8311,40,180.505,176.382,136.348,133.671,138.834,135.853,184.015,179.334,,,0.755,0.769,1.019,
real,1024,fp16,65536,1,0.4463,34,13.635,12.328,19.882,18.65,16.886,15.378,14.03,13.256,,,1.458,1.238,1.029,
real,1024,fp16,65536,2,0.4463,34,13.811,12.417,19.944,18.67,17.219,15.556,14.589,13.746,,,1.444,1.247,1.056,
real,1024,fp16,65536,4,0.4463,34,14.578,12.972,19.995,18.678,17.582,15.925,14.53,13.743,,,1.372,1.206,0.997,
real,1024,fp16,65536,8,0.4463,34,14.842,13.166,20.186,18.711,17.898,15.997,14.987,14.163,,,1.36,1.206,1.01,
real,1024,fp16,65536,16,0.4463,34,15.062,13.274,20.602,19.103,17.898,16.072,15.65,14.464,,,1.368,1.188,1.039,
real,1024,fp16,65536,32,0.4463,34,15.651,13.589,20.96,19.188,19.189,17.47,18.238,16.808,,,1.339,1.226,1.165,
real,1024,fp16,65536,64,0.4463,34,17.52,14.713,21.709,19.311,20.293,17.979,23.456,21.579,,,1.239,1.158,1.339,
real,1024,fp16,65536,128,0.4463,34,18.563,15.027,22.818,19.639,23.632,20.213,24.398,22.327,,,1.229,1.273,1.314,
real,1024,fp16,65536,256,0.4463,34,33.155,27.907,41.882,36.709,43.232,37.988,46.059,42.756,,,1.263,1.304,1.389,
real,1024,fp16,65536,512,0.4463,34,58.389,48.813,75.773,65.818,79.046,68.379,90.461,83.495,,,1.298,1.354,1.549,
real,1024,fp16,65536,1024,0.4463,34,92.803,87.496,119.984,113.632,125.087,119.052,157.938,151.55,,,1.293,1.348,1.702,
real,1024,fp16,65536,2048,0.4463,34,164.393,159.357,218.631,213.06,228.924,223.48,306.739,300.078,,,1.33,1.393,1.866,
real,1024,fp16,131072,1,0.7725,46,47.275,36.983,24.714,23.228,17.486,16.298,14.219,13.584,,,0.523,0.37,0.301,
real,1024,fp16,131072,2,0.7725,46,46.526,36.958,24.654,23.245,17.547,16.355,14.432,13.575,,,0.53,0.377,0.31,
real,1024,fp16,131072,4,0.7725,46,44.293,37.246,24.813,23.227,18.078,16.737,14.763,13.756,,,0.56,0.408,0.333,
real,1024,fp16,131072,8,0.7725,46,46.552,38.677,24.843,23.274,18.386,16.81,15.144,13.971,,,0.534,0.395,0.325,
real,1024,fp16,131072,16,0.7725,46,46.475,38.525,25.402,23.635,18.666,16.84,18.04,16.654,,,0.547,0.402,0.388,
